chr	start	end	strand	coverage1	numCs1	numTs1	coverage2	numCs2	numTs2	coverage3	numCs3	numTs3	coverage4	numCs4	numTs4	coverage5	numCs5	numTs5	coverage6	numCs6	numTs6	coverage7	numCs7	numTs7	coverage8	numCs8	numTs8	coverage9	numCs9	numTs9	coverage10	numCs10	numTs10	coverage11	numCs11	numTs11	coverage12	numCs12	numTs12	coverage13	numCs13	numTs13	coverage14	numCs14	numTs14	coverage15	numCs15	numTs15	coverage16	numCs16	numTs16	coverage17	numCs17	numTs17	coverage18	numCs18	numTs18	coverage19	numCs19	numTs19	coverage20	numCs20	numTs20
NC_059184.1	2263900	2263901	*	24	21	3	31	22	9	18	15	3	19	16	3	21	19	2	27	21	6	20	13	7	20	14	6	10	6	4	24	20	4	35	28	7	18	16	2	14	11	3	22	14	8	30	23	7	28	20	8	16	13	3	13	11	2	19	16	3	15	14	1
NC_059184.1	2263942	2263943	*	24	18	6	32	26	6	20	14	6	18	14	4	22	16	6	26	20	6	24	16	8	23	19	4	11	8	3	20	18	2	37	30	7	24	18	6	15	12	3	27	18	9	34	31	3	26	23	3	15	13	2	10	10	0	18	16	2	17	10	7
NC_059184.1	2315074	2315075	*	20	20	0	22	22	0	16	15	1	11	10	1	13	12	1	23	21	2	13	13	0	12	12	0	16	16	0	24	22	2	25	24	1	16	16	0	19	17	2	21	20	1	16	15	1	24	24	0	16	15	1	19	17	2	25	25	0	10	10	0
NC_059184.1	2315111	2315112	*	20	19	1	21	19	2	13	13	0	10	8	2	11	10	1	24	23	1	11	9	2	10	10	0	14	13	1	21	17	4	20	17	3	16	15	1	16	15	1	20	19	1	15	14	1	23	23	0	14	12	2	23	22	1	22	20	2	10	7	3
NC_059184.1	2544999	2545000	*	29	20	9	23	22	1	16	15	1	18	17	1	15	11	4	23	21	2	23	6	17	17	15	2	15	15	0	17	17	0	23	12	11	25	22	3	25	14	11	26	11	15	23	22	1	26	25	1	36	36	0	18	15	3	34	31	3	21	18	3
NC_059184.1	2545036	2545037	*	28	20	8	23	21	2	16	12	4	17	17	0	20	19	1	25	23	2	23	7	16	19	11	8	15	15	0	19	19	0	23	13	10	27	23	4	25	13	12	23	9	14	26	26	0	28	27	1	35	34	1	18	18	0	29	26	3	20	13	7
NC_059184.1	2562600	2562601	*	14	7	7	17	10	7	14	7	7	15	11	4	10	4	6	20	12	8	10	6	4	12	8	4	11	8	3	12	11	1	19	11	8	21	16	5	11	5	6	18	14	4	15	6	9	22	11	11	16	13	3	20	15	5	14	12	2	20	9	11
NC_059184.1	2562636	2562637	*	12	11	1	18	17	1	15	15	0	17	15	2	10	10	0	21	19	2	10	10	0	13	12	1	10	10	0	14	14	0	17	17	0	20	19	1	12	12	0	18	17	1	13	12	1	22	22	0	15	14	1	20	18	2	15	13	2	16	16	0
NC_059184.1	2562660	2562661	*	13	13	0	19	18	1	14	14	0	16	16	0	11	10	1	21	20	1	11	11	0	11	11	0	10	10	0	15	14	1	13	12	1	20	19	1	13	13	0	18	18	0	14	14	0	19	18	1	14	13	1	15	15	0	19	17	2	14	14	0
NC_059184.1	2565938	2565939	*	16	16	0	22	18	4	20	20	0	15	15	0	19	18	1	15	13	2	18	17	1	13	13	0	10	9	1	18	17	1	18	16	2	15	13	2	25	24	1	21	21	0	24	21	3	20	20	0	19	19	0	19	18	1	24	23	1	17	16	1
NC_059184.1	2687509	2687510	*	14	12	2	17	17	0	12	12	0	22	21	1	16	16	0	23	22	1	19	18	1	10	10	0	10	9	1	18	18	0	19	18	1	16	15	1	20	19	1	21	18	3	19	17	2	19	19	0	23	21	2	14	13	1	14	14	0	24	24	0
NC_059184.1	2690657	2690658	*	21	19	2	10	10	0	17	15	2	21	21	0	15	15	0	16	15	1	21	21	0	13	11	2	13	13	0	17	16	1	18	18	0	18	18	0	15	13	2	17	17	0	17	16	1	23	23	0	22	22	0	18	18	0	17	16	1	18	18	0
NC_059184.1	2694844	2694845	*	13	12	1	19	0	19	13	5	8	18	0	18	12	7	5	20	8	12	21	12	9	19	0	19	14	0	14	13	0	13	12	0	12	22	0	22	18	8	10	13	0	13	21	0	21	14	0	14	14	0	14	28	18	10	17	0	17	20	7	13
NC_059184.1	2751788	2751789	*	15	15	0	15	12	3	23	23	0	12	10	2	12	12	0	12	12	0	13	13	0	19	19	0	11	10	1	12	11	1	15	15	0	16	14	2	17	15	2	11	10	1	11	10	1	16	14	2	20	17	3	19	17	2	13	12	1	15	15	0
NC_059184.1	2858413	2858414	*	13	13	0	18	18	0	15	13	2	13	12	1	16	15	1	14	13	1	17	15	2	11	10	1	10	10	0	15	7	8	16	15	1	20	20	0	12	12	0	22	22	0	17	17	0	14	14	0	15	14	1	16	16	0	14	13	1	12	11	1
NC_059184.1	2858546	2858547	*	11	5	6	20	11	9	18	18	0	12	11	1	12	12	0	16	5	11	13	6	7	15	15	0	10	4	6	13	8	5	24	23	1	15	8	7	11	10	1	20	10	10	22	20	2	15	8	7	15	15	0	14	13	1	11	6	5	18	18	0
NC_059184.1	2871373	2871374	*	29	26	3	17	15	2	20	20	0	20	18	2	23	22	1	13	12	1	18	17	1	11	11	0	12	12	0	20	19	1	17	16	1	25	25	0	26	25	1	20	19	1	12	11	1	16	15	1	21	20	1	13	13	0	19	18	1	22	19	3
NC_059184.1	2871436	2871437	*	28	22	6	14	10	4	20	20	0	15	14	1	16	16	0	16	15	1	16	14	2	11	10	1	10	7	3	12	12	0	20	16	4	21	20	1	28	12	16	18	17	1	14	11	3	16	12	4	24	22	2	24	20	4	19	16	3	16	14	2
NC_059184.1	2871497	2871498	*	23	23	0	15	15	0	19	19	0	15	15	0	18	17	1	17	16	1	14	14	0	14	13	1	11	10	1	13	13	0	21	21	0	25	25	0	24	23	1	15	12	3	15	14	1	15	13	2	25	25	0	25	23	2	23	22	1	16	15	1
NC_059184.1	2871516	2871517	*	25	23	2	20	19	1	19	19	0	12	12	0	16	16	0	17	16	1	15	15	0	13	10	3	11	10	1	17	17	0	22	22	0	26	24	2	28	27	1	15	15	0	17	17	0	13	12	1	27	27	0	25	25	0	24	24	0	12	11	1
NC_059184.1	2871555	2871556	*	24	22	2	19	18	1	20	20	0	13	13	0	17	17	0	18	18	0	14	11	3	13	11	2	10	9	1	24	24	0	24	22	2	23	22	1	25	25	0	16	16	0	18	16	2	15	14	1	22	22	0	22	21	1	24	23	1	12	12	0
NC_059184.1	2871650	2871651	*	15	12	3	16	15	1	15	13	2	15	14	1	14	14	0	17	16	1	11	11	0	11	11	0	12	10	2	22	21	1	19	17	2	17	16	1	21	19	2	11	9	2	14	14	0	14	14	0	15	14	1	22	20	2	21	19	2	10	9	1
NC_059184.1	3020652	3020653	*	21	13	8	24	10	14	17	7	10	18	10	8	11	5	6	25	22	3	17	10	7	24	24	0	10	4	6	18	5	13	16	0	16	23	11	12	20	1	19	18	15	3	21	20	1	33	32	1	19	7	12	23	21	2	26	23	3	13	0	13
NC_059184.1	3043153	3043154	*	11	6	5	16	0	16	16	13	3	15	6	9	22	12	10	12	0	12	21	21	0	11	7	4	10	4	6	16	14	2	21	19	2	16	13	3	14	12	2	21	0	21	19	9	10	19	12	7	11	9	2	12	12	0	15	8	7	12	11	1
NC_059184.1	3139235	3139236	*	22	21	1	20	20	0	16	15	1	12	12	0	15	15	0	18	16	2	11	11	0	11	9	2	11	10	1	22	19	3	28	26	2	14	13	1	11	10	1	15	15	0	18	14	4	11	10	1	23	18	5	17	16	1	20	19	1	17	17	0
NC_059184.1	3356278	3356279	*	15	14	1	30	0	30	15	1	14	13	11	2	11	5	6	24	2	22	16	0	16	12	5	7	11	7	4	19	10	9	20	11	9	15	13	2	25	2	23	21	14	7	28	4	24	23	2	21	20	9	11	12	9	3	20	9	11	25	12	13
NC_059184.1	3356307	3356308	*	19	18	1	28	12	16	15	13	2	13	12	1	13	10	3	20	4	16	15	6	9	11	8	3	11	9	2	17	15	2	22	18	4	13	12	1	25	15	10	18	18	0	25	11	14	22	2	20	19	17	2	12	10	2	21	20	1	27	24	3
NC_059184.1	3435753	3435754	*	15	15	0	24	22	2	14	12	2	14	10	4	17	16	1	14	13	1	12	12	0	18	18	0	11	11	0	14	10	4	18	17	1	22	21	1	19	18	1	13	11	2	17	17	0	20	18	2	16	16	0	13	13	0	17	16	1	11	11	0
NC_059184.1	3512458	3512459	*	15	14	1	12	10	2	12	10	2	13	12	1	11	9	2	12	10	2	13	12	1	11	8	3	11	9	2	15	13	2	16	14	2	15	14	1	12	11	1	19	14	5	24	18	6	16	13	3	16	15	1	34	30	4	22	19	3	17	15	2
NC_059184.1	3596869	3596870	*	13	13	0	18	17	1	14	14	0	17	17	0	11	11	0	19	18	1	20	20	0	14	13	1	11	11	0	17	16	1	14	13	1	11	11	0	16	14	2	20	20	0	14	13	1	19	19	0	17	16	1	16	14	2	15	15	0	15	13	2
NC_059184.1	3755652	3755653	*	11	11	0	13	12	1	18	15	3	10	10	0	23	22	1	10	10	0	10	10	0	16	14	2	16	16	0	12	11	1	26	25	1	18	17	1	22	19	3	22	19	3	19	17	2	19	18	1	18	15	3	13	13	0	24	24	0	10	10	0
NC_059184.1	3770044	3770045	*	37	4	33	10	3	7	31	2	29	23	4	19	34	13	21	36	13	23	25	7	18	25	6	19	32	4	28	26	9	17	38	8	30	38	9	29	44	3	41	32	12	20	30	3	27	20	10	10	36	0	36	25	15	10	28	18	10	25	7	18
NC_059184.1	3785256	3785257	*	17	16	1	13	13	0	15	15	0	11	11	0	12	6	6	12	11	1	13	5	8	23	8	15	11	11	0	23	12	11	19	19	0	27	14	13	25	24	1	26	24	2	16	8	8	20	6	14	17	9	8	13	0	13	18	1	17	16	15	1
NC_059184.1	3793799	3793800	*	17	6	11	15	0	15	21	2	19	15	0	15	18	0	18	14	0	14	20	9	11	18	9	9	11	1	10	12	2	10	19	1	18	16	1	15	10	0	10	23	0	23	20	5	15	22	1	21	18	1	17	12	1	11	21	3	18	11	1	10
NC_059184.1	3882883	3882884	*	19	19	0	21	20	1	17	15	2	14	14	0	11	11	0	17	16	1	15	15	0	11	11	0	10	10	0	16	16	0	14	14	0	20	19	1	27	26	1	28	28	0	14	14	0	17	16	1	11	10	1	11	10	1	15	15	0	11	11	0
NC_059184.1	3882892	3882893	*	19	18	1	21	21	0	17	17	0	14	14	0	11	11	0	20	19	1	15	12	3	12	11	1	10	10	0	17	16	1	14	13	1	23	22	1	26	26	0	28	28	0	15	15	0	16	16	0	11	10	1	11	10	1	17	16	1	12	12	0
NC_059184.1	3886163	3886164	*	21	17	4	12	9	3	13	12	1	15	12	3	14	13	1	21	19	2	20	18	2	15	14	1	18	14	4	20	16	4	19	17	2	14	12	2	18	13	5	14	13	1	22	6	16	15	14	1	26	22	4	31	31	0	15	11	4	20	17	3
NC_059184.1	3965140	3965141	*	17	11	6	10	6	4	15	11	4	18	14	4	15	14	1	22	21	1	16	15	1	21	19	2	13	11	2	11	9	2	13	13	0	13	12	1	12	10	2	14	13	1	15	14	1	17	14	3	16	16	0	48	42	6	18	14	4	14	11	3
NC_059184.1	3965342	3965343	*	29	26	3	13	11	2	24	23	1	27	24	3	23	21	2	22	18	4	23	22	1	22	19	3	18	16	2	14	13	1	32	24	8	15	14	1	21	20	1	29	24	5	24	20	4	31	28	3	23	20	3	29	25	4	28	21	7	21	17	4
NC_059184.1	4160094	4160095	*	26	24	2	19	18	1	25	14	11	20	18	2	17	11	6	23	22	1	20	17	3	21	15	6	17	17	0	15	15	0	22	18	4	15	13	2	26	18	8	14	14	0	11	11	0	17	15	2	21	20	1	30	30	0	13	4	9	25	25	0
NC_059184.1	4160146	4160147	*	27	26	1	18	16	2	26	17	9	26	21	5	19	14	5	25	25	0	19	17	2	19	14	5	17	16	1	21	20	1	31	30	1	22	21	1	33	19	14	16	14	2	17	16	1	26	26	0	30	29	1	29	28	1	17	17	0	31	22	9
NC_059184.1	4160160	4160161	*	26	26	0	15	14	1	24	16	8	27	27	0	20	15	5	30	28	2	18	16	2	20	14	6	17	16	1	18	17	1	26	24	2	19	19	0	33	21	12	16	15	1	17	17	0	25	24	1	30	28	2	31	30	1	16	16	0	32	25	7
NC_059184.1	4160278	4160279	*	29	26	3	16	14	2	13	13	0	23	21	2	12	8	4	36	35	1	15	15	0	18	18	0	23	23	0	14	14	0	25	24	1	24	21	3	39	36	3	13	13	0	18	16	2	19	18	1	30	30	0	22	21	1	17	16	1	18	17	1
NC_059184.1	4160324	4160325	*	29	28	1	22	18	4	19	19	0	24	22	2	10	8	2	34	33	1	21	17	4	13	12	1	21	19	2	12	10	2	23	23	0	25	20	5	33	32	1	13	12	1	22	22	0	19	17	2	24	24	0	22	22	0	19	19	0	18	16	2
NC_059184.1	4163323	4163324	*	15	14	1	22	21	1	13	13	0	10	10	0	15	13	2	17	13	4	12	11	1	18	17	1	13	13	0	15	15	0	11	11	0	13	13	0	21	18	3	14	14	0	17	14	3	16	15	1	20	20	0	43	43	0	14	13	1	12	12	0
NC_059184.1	4163337	4163338	*	14	13	1	22	21	1	13	13	0	11	9	2	15	15	0	16	15	1	12	11	1	16	16	0	13	12	1	16	16	0	10	10	0	14	14	0	20	20	0	13	12	1	15	14	1	19	17	2	19	19	0	43	41	2	12	12	0	11	10	1
NC_059184.1	4210444	4210445	*	14	6	8	13	0	13	10	0	10	13	7	6	10	0	10	14	0	14	17	0	17	12	0	12	10	4	6	18	0	18	23	0	23	17	0	17	18	0	18	17	0	17	27	0	27	17	0	17	13	0	13	17	1	16	21	0	21	10	0	10
NC_059184.1	4224157	4224158	*	13	13	0	20	18	2	19	18	1	15	15	0	17	17	0	20	19	1	18	17	1	13	13	0	18	17	1	12	12	0	17	17	0	19	19	0	18	18	0	22	22	0	27	22	5	19	19	0	15	15	0	12	12	0	15	15	0	13	13	0
NC_059184.1	4228355	4228356	*	18	16	2	17	17	0	17	17	0	19	18	1	19	19	0	26	20	6	15	15	0	21	20	1	15	14	1	18	17	1	23	21	2	26	25	1	23	23	0	19	18	1	22	20	2	28	25	3	12	12	0	13	13	0	33	31	2	20	18	2
NC_059184.1	4228411	4228412	*	17	16	1	12	10	2	16	15	1	16	14	2	19	17	2	22	21	1	17	17	0	23	22	1	18	16	2	12	11	1	22	19	3	29	29	0	19	19	0	19	18	1	25	23	2	27	24	3	17	15	2	10	10	0	25	24	1	17	16	1
NC_059184.1	4257194	4257195	*	16	13	3	21	10	11	25	14	11	21	10	11	12	9	3	25	15	10	23	13	10	27	18	9	26	12	14	11	10	1	20	14	6	11	6	5	12	5	7	17	7	10	24	12	12	26	21	5	18	9	9	43	29	14	19	14	5	13	9	4
NC_059184.1	4323443	4323444	*	29	28	1	15	14	1	23	21	2	16	16	0	19	17	2	24	24	0	17	16	1	12	12	0	22	21	1	16	16	0	30	14	16	16	15	1	24	22	2	20	19	1	21	19	2	21	20	1	24	20	4	15	14	1	20	19	1	17	15	2
NC_059184.1	4323483	4323484	*	23	22	1	18	16	2	22	22	0	15	14	1	18	17	1	20	20	0	17	17	0	14	10	4	23	23	0	14	6	8	29	25	4	15	10	5	23	21	2	19	19	0	14	8	6	20	11	9	23	11	12	17	0	17	18	0	18	19	19	0
NC_059184.1	4457376	4457377	*	14	13	1	22	8	14	15	15	0	12	11	1	18	18	0	16	15	1	15	15	0	15	15	0	14	11	3	14	4	10	11	10	1	20	19	1	20	20	0	21	14	7	14	11	3	14	14	0	23	23	0	44	43	1	20	19	1	15	15	0
NC_059184.1	4457506	4457507	*	16	13	3	15	15	0	12	12	0	13	13	0	16	15	1	16	16	0	12	11	1	11	7	4	11	9	2	13	12	1	11	11	0	15	15	0	14	10	4	15	8	7	16	14	2	13	11	2	14	12	2	35	34	1	15	15	0	12	9	3
NC_059184.1	5000422	5000423	*	11	10	1	14	12	2	14	14	0	14	14	0	10	10	0	18	17	1	13	12	1	14	14	0	19	18	1	16	16	0	12	11	1	19	16	3	16	14	2	17	17	0	21	20	1	21	20	1	15	14	1	23	22	1	20	20	0	14	14	0
NC_059184.1	5632868	5632869	*	19	18	1	20	19	1	17	17	0	17	15	2	11	11	0	14	14	0	10	10	0	12	12	0	14	10	4	10	10	0	15	14	1	24	22	2	16	14	2	17	16	1	16	16	0	16	15	1	11	10	1	24	24	0	13	12	1	11	11	0
NC_059184.1	5698301	5698302	*	20	5	15	18	0	18	12	0	12	13	0	13	11	0	11	15	0	15	16	0	16	14	0	14	11	0	11	15	0	15	24	0	24	27	0	27	10	0	10	21	0	21	18	0	18	12	0	12	11	0	11	19	0	19	17	0	17	15	1	14
NC_059184.1	5793092	5793093	*	14	14	0	11	11	0	12	12	0	11	11	0	12	12	0	15	14	1	14	13	1	13	13	0	13	13	0	15	15	0	18	18	0	14	11	3	15	15	0	25	23	2	17	17	0	15	15	0	16	15	1	27	26	1	13	13	0	20	20	0
NC_059184.1	5793140	5793141	*	11	11	0	10	10	0	10	10	0	11	11	0	10	10	0	12	11	1	11	10	1	12	12	0	14	13	1	10	10	0	16	14	2	14	13	1	12	12	0	21	21	0	14	13	1	15	15	0	13	12	1	28	27	1	13	12	1	20	19	1
NC_059184.1	5810907	5810908	*	16	15	1	15	15	0	12	3	9	16	16	0	14	14	0	14	14	0	14	6	8	11	11	0	10	10	0	16	15	1	19	19	0	18	17	1	12	4	8	12	12	0	23	23	0	20	20	0	17	17	0	14	6	8	20	18	2	11	11	0
NC_059184.1	5817100	5817101	*	21	20	1	10	10	0	14	12	2	12	11	1	12	12	0	22	21	1	11	11	0	15	15	0	15	13	2	14	13	1	22	21	1	15	15	0	16	16	0	19	18	1	18	18	0	21	19	2	14	13	1	29	29	0	14	13	1	22	20	2
NC_059184.1	5817188	5817189	*	27	12	15	17	11	6	17	16	1	14	2	12	10	10	0	16	11	5	11	11	0	10	10	0	15	8	7	14	12	2	22	10	12	13	12	1	18	16	2	15	14	1	19	5	14	22	14	8	12	12	0	19	18	1	23	22	1	17	15	2
NC_059184.1	5844656	5844657	*	16	7	9	20	16	4	16	13	3	19	11	8	16	11	5	21	17	4	16	4	12	13	11	2	12	6	6	23	9	14	22	20	2	17	7	10	24	4	20	23	21	2	22	15	7	23	19	4	29	11	18	15	13	2	23	17	6	14	11	3
NC_059184.1	7008213	7008214	*	22	13	9	25	25	0	13	9	4	17	17	0	24	23	1	17	13	4	17	9	8	22	10	12	22	18	4	21	8	13	24	23	1	29	17	12	27	27	0	23	13	10	30	30	0	23	23	0	25	19	6	14	13	1	22	2	20	17	9	8
NC_059184.1	8400662	8400663	*	15	13	2	17	15	2	10	10	0	15	14	1	13	12	1	14	13	1	20	19	1	21	20	1	21	19	2	20	19	1	18	17	1	17	17	0	16	16	0	17	17	0	19	18	1	28	26	2	29	29	0	12	10	2	20	17	3	18	18	0
NC_059184.1	9510507	9510508	*	14	14	0	14	14	0	18	18	0	17	17	0	14	14	0	12	12	0	16	14	2	11	11	0	13	13	0	12	12	0	16	16	0	17	17	0	20	20	0	20	19	1	22	22	0	16	15	1	11	10	1	35	33	2	14	14	0	16	16	0
NC_059184.1	9510520	9510521	*	15	15	0	13	13	0	17	17	0	17	17	0	14	14	0	12	12	0	16	16	0	11	11	0	12	12	0	13	12	1	16	15	1	17	17	0	18	17	1	19	18	1	22	22	0	16	16	0	12	10	2	37	36	1	15	15	0	14	13	1
NC_059184.1	9717070	9717071	*	17	17	0	17	16	1	14	13	1	20	20	0	17	16	1	24	21	3	18	18	0	20	19	1	16	15	1	16	14	2	18	18	0	26	25	1	23	22	1	16	15	1	27	25	2	32	30	2	17	15	2	22	21	1	24	24	0	24	24	0
NC_059184.1	9717135	9717136	*	20	20	0	28	27	1	15	14	1	23	21	2	14	10	4	26	26	0	24	20	4	15	14	1	16	15	1	28	28	0	21	21	0	28	27	1	22	21	1	19	18	1	33	32	1	27	26	1	26	26	0	24	22	2	31	31	0	24	23	1
NC_059184.1	9717153	9717154	*	21	19	2	30	29	1	15	14	1	23	19	4	13	9	4	25	24	1	24	17	7	16	15	1	17	14	3	27	27	0	22	19	3	28	27	1	27	24	3	23	21	2	28	28	0	27	26	1	26	25	1	27	25	2	30	29	1	23	22	1
NC_059184.1	9717170	9717171	*	22	12	10	29	16	13	14	6	8	21	7	14	12	1	11	23	16	7	24	7	17	15	9	6	18	11	7	28	18	10	22	7	15	29	17	12	25	1	24	24	12	12	28	25	3	26	12	14	30	21	9	23	13	10	29	19	10	22	15	7
NC_059184.1	9717193	9717194	*	20	9	11	30	12	18	14	5	9	21	6	15	13	0	13	21	8	13	24	2	22	14	7	7	18	11	7	27	13	14	19	7	12	24	5	19	22	1	21	21	8	13	27	20	7	23	10	13	24	15	9	22	11	11	26	17	9	17	9	8
NC_059184.1	9959522	9959523	*	21	18	3	21	20	1	13	13	0	14	12	2	18	18	0	19	18	1	17	14	3	16	14	2	17	15	2	16	15	1	20	19	1	19	19	0	15	15	0	22	22	0	15	14	1	29	29	0	25	24	1	28	25	3	18	15	3	21	21	0
NC_059184.1	11407153	11407154	*	31	30	1	27	26	1	20	20	0	23	21	2	15	14	1	37	37	0	25	23	2	16	16	0	14	14	0	18	17	1	17	17	0	26	23	3	35	33	2	29	29	0	25	25	0	27	27	0	33	32	1	40	35	5	17	17	0	20	19	1
NC_059184.1	11407257	11407258	*	26	25	1	22	21	1	24	22	2	20	19	1	15	14	1	35	35	0	23	23	0	20	20	0	16	15	1	18	16	2	19	17	2	24	20	4	29	28	1	30	28	2	26	26	0	34	32	2	28	26	2	38	36	2	20	20	0	22	20	2
NC_059184.1	11407301	11407302	*	22	22	0	15	13	2	23	23	0	15	14	1	15	15	0	29	29	0	17	16	1	15	15	0	13	12	1	14	13	1	15	14	1	16	14	2	25	23	2	26	24	2	25	25	0	31	29	2	23	22	1	29	29	0	17	17	0	14	13	1
NC_059184.1	12270015	12270016	*	11	11	0	11	10	1	12	12	0	14	14	0	17	17	0	16	15	1	14	13	1	18	17	1	12	11	1	10	10	0	14	14	0	17	16	1	17	14	3	19	19	0	14	14	0	15	15	0	10	9	1	10	9	1	16	14	2	10	10	0
NC_059184.1	12621339	12621340	*	16	15	1	19	18	1	13	13	0	22	22	0	15	15	0	12	12	0	12	11	1	11	11	0	15	15	0	17	16	1	14	14	0	20	18	2	30	29	1	18	18	0	19	19	0	13	13	0	18	18	0	13	13	0	17	17	0	12	12	0
NC_059184.1	12636675	12636676	*	24	23	1	18	18	0	20	20	0	13	13	0	10	9	1	20	19	1	15	15	0	13	11	2	16	16	0	10	10	0	21	21	0	19	17	2	19	18	1	18	17	1	17	15	2	18	17	1	19	16	3	27	27	0	21	20	1	18	16	2
NC_059184.1	12768496	12768497	*	11	11	0	23	21	2	11	11	0	16	16	0	18	18	0	17	17	0	16	16	0	11	9	2	12	12	0	11	10	1	20	20	0	24	22	2	16	16	0	14	13	1	14	14	0	10	9	1	13	13	0	13	12	1	23	22	1	12	12	0
NC_059184.1	12773614	12773615	*	15	13	2	18	17	1	22	19	3	11	11	0	14	9	5	29	26	3	16	14	2	14	14	0	15	14	1	11	10	1	15	13	2	15	13	2	11	9	2	16	9	7	12	7	5	16	14	2	15	13	2	14	14	0	19	10	9	16	16	0
NC_059184.1	12773616	12773617	*	15	12	3	18	18	0	22	18	4	11	11	0	14	8	6	29	24	5	16	15	1	14	14	0	14	14	0	11	11	0	15	13	2	15	13	2	11	11	0	16	10	6	12	7	5	16	14	2	15	11	4	13	13	0	18	13	5	16	14	2
NC_059184.1	12773636	12773637	*	13	12	1	16	13	3	22	22	0	14	14	0	14	13	1	28	26	2	16	14	2	17	17	0	14	14	0	11	10	1	16	15	1	14	11	3	10	9	1	16	15	1	14	11	3	17	15	2	15	14	1	15	14	1	16	11	5	14	13	1
NC_059184.1	12773659	12773660	*	13	13	0	17	16	1	20	18	2	14	14	0	14	14	0	28	26	2	14	14	0	16	16	0	16	15	1	11	10	1	15	15	0	13	11	2	10	7	3	15	13	2	15	11	4	18	12	6	16	16	0	15	14	1	14	8	6	12	11	1
NC_059184.1	12775822	12775823	*	20	9	11	15	0	15	17	0	17	16	8	8	10	7	3	18	0	18	25	1	24	12	0	12	19	0	19	11	7	4	15	6	9	20	11	9	17	6	11	12	6	6	17	8	9	12	0	12	18	5	13	22	13	9	13	5	8	15	0	15
NC_059184.1	13039845	13039846	*	20	19	1	21	16	5	21	19	2	18	17	1	10	8	2	16	15	1	21	17	4	17	13	4	17	15	2	18	10	8	24	18	6	22	19	3	15	5	10	25	24	1	11	10	1	25	20	5	25	23	2	28	14	14	21	16	5	14	13	1
NC_059184.1	13039872	13039873	*	17	17	0	19	15	4	18	18	0	20	20	0	11	10	1	19	17	2	19	19	0	16	16	0	15	15	0	17	15	2	24	23	1	18	17	1	17	17	0	24	22	2	11	10	1	24	24	0	24	23	1	23	22	1	25	24	1	16	16	0
NC_059184.1	13065222	13065223	*	10	10	0	25	25	0	10	10	0	11	11	0	10	10	0	21	20	1	18	17	1	15	14	1	13	12	1	11	11	0	16	15	1	27	27	0	11	11	0	16	14	2	17	16	1	18	11	7	18	18	0	28	26	2	16	16	0	13	13	0
NC_059184.1	13082654	13082655	*	13	12	1	18	16	2	14	14	0	26	24	2	11	11	0	21	20	1	25	25	0	18	15	3	12	11	1	16	15	1	21	19	2	18	16	2	13	12	1	17	16	1	18	15	3	15	15	0	21	20	1	11	9	2	26	26	0	20	20	0
NC_059184.1	13082764	13082765	*	17	15	2	18	14	4	16	16	0	19	17	2	13	13	0	22	21	1	14	12	2	18	16	2	11	11	0	12	12	0	30	30	0	19	17	2	16	16	0	19	18	1	20	19	1	12	12	0	17	16	1	12	11	1	21	21	0	22	20	2
NC_059184.1	13082778	13082779	*	17	15	2	16	12	4	15	14	1	16	15	1	11	10	1	21	20	1	14	14	0	16	15	1	12	12	0	11	10	1	27	26	1	17	17	0	13	12	1	18	16	2	18	17	1	12	12	0	17	14	3	12	10	2	22	22	0	18	16	2
NC_059184.1	13135526	13135527	*	13	10	3	18	18	0	11	11	0	10	10	0	11	11	0	14	12	2	15	14	1	12	10	2	13	12	1	16	16	0	10	10	0	18	18	0	19	19	0	12	12	0	14	14	0	11	11	0	20	19	1	12	12	0	22	21	1	13	13	0
NC_059184.1	13135744	13135745	*	23	21	2	20	20	0	12	12	0	22	22	0	18	16	2	20	20	0	18	18	0	19	18	1	12	12	0	23	23	0	15	15	0	17	16	1	15	15	0	20	18	2	14	12	2	22	21	1	10	10	0	17	17	0	19	18	1	21	21	0
NC_059184.1	13227061	13227062	*	24	22	2	20	19	1	28	27	1	16	13	3	14	14	0	22	22	0	23	22	1	26	24	2	16	14	2	18	17	1	19	19	0	11	11	0	21	19	2	14	13	1	15	15	0	22	20	2	14	14	0	27	27	0	19	18	1	18	16	2
NC_059184.1	13227122	13227123	*	26	10	16	28	17	11	26	4	22	24	11	13	17	11	6	23	9	14	28	7	21	29	16	13	19	3	16	28	2	26	26	12	14	20	16	4	26	3	23	18	3	15	28	6	22	29	23	6	15	10	5	25	5	20	21	7	14	25	10	15
NC_059184.1	13372422	13372423	*	22	22	0	18	17	1	18	13	5	17	16	1	25	24	1	16	14	2	11	10	1	23	21	2	17	16	1	21	20	1	25	22	3	22	20	2	26	20	6	25	19	6	20	20	0	19	17	2	19	17	2	13	13	0	20	16	4	12	8	4
NC_059184.1	13372443	13372444	*	21	20	1	21	19	2	19	17	2	18	16	2	24	24	0	15	13	2	12	11	1	25	22	3	18	18	0	22	19	3	26	24	2	23	21	2	24	21	3	24	23	1	21	21	0	21	20	1	16	16	0	13	12	1	19	19	0	12	12	0
NC_059184.1	13372551	13372552	*	12	10	2	29	22	7	24	17	7	16	6	10	27	25	2	15	7	8	13	4	9	22	20	2	17	11	6	19	13	6	24	18	6	19	14	5	25	15	10	19	11	8	26	15	11	33	26	7	18	15	3	10	5	5	23	15	8	21	12	9
