"","recovery_0_1","recovery_0_2","recovery_0_4","recovery_1_2","recovery_2_1","recovery_2_5_9","recovery_2_5_11","recovery_3_5_1","recovery_3_5_2","recovery_3_5_15","recovery_3_6","pesticide_6_2","pesticide_6_3","pesticide_7_3","pesticide_7_5","pesticide_7_5_4","pesticide_8_5_3","pesticide_9_5_1","pesticide_9_5_3","pesticide_9_6","pesticide_9_20","eutrophic_12_3","eutrophic_12_4","eutrophic_12_5_1","eutrophic_13_1","eutrophic_13_2","eutrophic_13_3","eutrophic_13_5_1","eutrophic_14_5_1","eutrophic_15_5_1"
"NC_059184.1.3356278.3356279",93.3333333333333,0,6.66666666666667,84.6153846153846,45.4545454545455,8.33333333333333,0,41.6666666666667,63.6363636363636,0,72.2222222222222,62.5,0,0,0,4,0,41.1764705882353,6.66666666666667,52.6315789473684,55,86.6666666666667,8,66.6666666666667,14.2857142857143,8.69565217391304,45,75,45,48
"NC_059184.1.3356307.3356308",94.7368421052632,42.8571428571429,86.6666666666667,92.3076923076923,76.9230769230769,20,40,72.7272727272727,81.8181818181818,81.25,75,50,58.3333333333333,44.4444444444444,0,29.1666666666667,0,86.6666666666667,48.2758620689655,88.2352941176471,81.8181818181818,92.3076923076923,60,100,44,9.09090909090909,89.4736842105263,83.3333333333333,95.2380952380952,88.8888888888889
"NC_059184.1.3755652.3755653",100,92.3076923076923,83.3333333333333,100,95.6521739130435,100,100,87.5,100,93.3333333333333,94.4444444444444,95.2380952380952,100,90.9090909090909,88.4615384615385,92.8571428571429,88.8888888888889,90,90.4761904761905,91.6666666666667,96.1538461538462,94.4444444444444,86.3636363636364,86.3636363636364,89.4736842105263,94.7368421052632,83.3333333333333,100,100,100
"NC_059184.1.3785256.3785257",94.1176470588235,100,100,100,50,91.6666666666667,38.4615384615385,34.7826086956522,100,47.6190476190476,86.6666666666667,0,45.4545454545455,73.3333333333333,38.7096774193548,0,0,46.6666666666667,46.1538461538462,52.1739130434783,100,51.8518518518519,96,92.3076923076923,50,30,52.9411764705882,0,5.55555555555556,93.75
"NC_059184.1.3793799.3793800",35.2941176470588,0,9.52380952380952,0,0,0,45,50,9.09090909090909,15.7894736842105,7.40740740740741,0,15.7894736842105,11.1111111111111,42.8571428571429,0,7.40740740740741,0,0,16.6666666666667,5.26315789473684,6.25,0,0,25,4.54545454545455,5.55555555555556,8.33333333333333,14.2857142857143,9.09090909090909
"NC_059184.1.3882883.3882884",100,95.2380952380952,88.2352941176471,100,100,94.1176470588235,100,100,100,100,100,100,83.3333333333333,93.3333333333333,100,94.1176470588235,100,85.7142857142857,100,100,100,95,96.2962962962963,100,100,94.1176470588235,90.9090909090909,90.9090909090909,100,100
"NC_059184.1.3882892.3882893",94.7368421052632,100,100,100,100,95,80,91.6666666666667,100,100,100,100,90.9090909090909,93.75,96,100,100,80,100,94.1176470588235,92.8571428571429,95.6521739130435,100,100,100,100,90.9090909090909,90.9090909090909,94.1176470588235,100
"NC_059184.1.3886163.3886164",80.9523809523809,75,92.3076923076923,80,92.8571428571429,90.4761904761905,90,93.3333333333333,77.7777777777778,90.9090909090909,82.3529411764706,94.1176470588235,80.9523809523809,100,96,75,100,90.9090909090909,93.3333333333333,80,89.4736842105263,85.7142857142857,72.2222222222222,92.8571428571429,27.2727272727273,93.3333333333333,84.6153846153846,100,73.3333333333333,85
"NC_059184.1.3965342.3965343",89.6551724137931,84.6153846153846,95.8333333333333,88.8888888888889,91.304347826087,81.8181818181818,95.6521739130435,86.3636363636364,88.8888888888889,93.3333333333333,82.3529411764706,83.3333333333333,87.0967741935484,96.2962962962963,70.8333333333333,83.3333333333333,82.3529411764706,90.9090909090909,86.2068965517241,92.8571428571429,75,93.3333333333333,95.2380952380952,82.7586206896552,83.3333333333333,90.3225806451613,86.9565217391304,86.2068965517241,75,80.9523809523809
"NC_059184.1.4160146.4160147",96.2962962962963,88.8888888888889,65.3846153846154,80.7692307692308,73.6842105263158,100,89.4736842105263,73.6842105263158,94.1176470588235,88.8888888888889,91.6666666666667,100,93.75,100,96.875,100,100,100,96.2962962962963,95.2380952380952,96.7741935483871,95.4545454545455,57.5757575757576,87.5,94.1176470588235,100,96.6666666666667,96.551724137931,100,70.9677419354839
"NC_059184.1.4160160.4160161",100,93.3333333333333,66.6666666666667,100,75,93.3333333333333,88.8888888888889,70,94.1176470588235,94.1176470588235,95.8333333333333,100,93.75,94.1176470588235,100,94.7368421052632,81.8181818181818,92.8571428571429,96.2962962962963,94.4444444444444,92.3076923076923,100,63.6363636363636,93.75,100,96,93.3333333333333,96.7741935483871,100,78.125
"NC_059184.1.4160324.4160325",96.551724137931,81.8181818181818,100,91.6666666666667,80,97.0588235294118,80.9523809523809,92.3076923076923,90.4761904761905,93.75,88,100,100,100,88.8888888888889,100,100,95,96.2962962962963,83.3333333333333,100,80,96.969696969697,92.3076923076923,100,89.4736842105263,100,100,100,88.8888888888889
"NC_059184.1.4163323.4163324",93.3333333333333,95.4545454545455,100,100,86.6666666666667,76.4705882352941,91.6666666666667,94.4444444444444,100,100,92.3076923076923,92.3076923076923,100,100,95.6521739130435,100,100,88.8888888888889,95,100,100,100,85.7142857142857,100,82.3529411764706,93.75,100,100,92.8571428571429,100
"NC_059184.1.4163337.4163338",92.8571428571429,95.4545454545455,100,81.8181818181818,100,93.75,91.6666666666667,100,92.3076923076923,100,100,92.8571428571429,100,90,100,100,94.1176470588235,94.7368421052632,95,100,100,100,100,92.3076923076923,93.3333333333333,89.4736842105263,100,95.3488372093023,100,90.9090909090909
"NC_059184.1.4210444.4210445",42.8571428571429,0,0,53.8461538461538,0,0,0,0,40,0,0,0,18.1818181818182,0,4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,0,0
"NC_059184.1.4224157.4224158",100,90,94.7368421052632,100,100,95,94.4444444444444,100,94.4444444444444,100,86.6666666666667,100,92.8571428571429,88.8888888888889,95.8333333333333,100,100,80,90.9090909090909,100,100,100,100,100,81.4814814814815,100,100,100,100,100
"NC_059184.1.4228355.4228356",88.8888888888889,100,100,94.7368421052632,100,76.9230769230769,100,95.2380952380952,93.3333333333333,100,91.6666666666667,94.2857142857143,90.9090909090909,94.1176470588235,100,90.4761904761905,76.4705882352941,100,93.3333333333333,94.4444444444444,91.304347826087,96.1538461538462,100,94.7368421052632,90.9090909090909,89.2857142857143,100,100,93.9393939393939,90
"NC_059184.1.4228411.4228412",94.1176470588235,83.3333333333333,93.75,87.5,89.4736842105263,95.4545454545455,100,95.6521739130435,88.8888888888889,100,95,96.969696969697,95,85.7142857142857,95.6521739130435,90,100,91.6666666666667,88.4615384615385,91.6666666666667,86.3636363636364,100,100,94.7368421052632,92,88.8888888888889,88.2352941176471,100,96,94.1176470588235
"NC_059184.1.4323443.4323444",96.551724137931,93.3333333333333,91.304347826087,100,89.4736842105263,100,94.1176470588235,100,95.4545454545455,95,75,96.1538461538462,100,100,85.7142857142857,100,89.4736842105263,95.8333333333333,96.969696969697,100,46.6666666666667,93.75,91.6666666666667,95,90.4761904761905,95.2380952380952,83.3333333333333,93.3333333333333,95,88.2352941176471
"NC_059184.1.5632868.5632869",94.7368421052632,95,100,88.2352941176471,100,100,100,100,71.4285714285714,100,100,100,100,84.6153846153846,96,93.75,100,100,96.2962962962963,100,93.3333333333333,91.6666666666667,87.5,94.1176470588235,100,93.75,90.9090909090909,100,92.3076923076923,100
"NC_059184.1.5698301.5698302",25,0,0,0,0,0,0,0,0,5.26315789473684,0,0,0,0,0,4.76190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667
"NC_059184.1.5793092.5793093",100,100,100,100,100,93.3333333333333,92.8571428571429,100,100,80,94.7368421052632,96,96.1538461538462,100,93.3333333333333,95.4545454545455,100,92.3076923076923,100,100,100,78.5714285714286,100,92,100,100,93.75,96.2962962962963,100,100
"NC_059184.1.5793140.5793141",100,100,100,100,100,91.6666666666667,90.9090909090909,100,92.8571428571429,86.6666666666667,100,100,100,100,90.9090909090909,95.4545454545455,100,69.2307692307692,100,100,87.5,92.8571428571429,100,100,92.8571428571429,100,92.3076923076923,96.4285714285714,92.3076923076923,95
"NC_059184.1.5810907.5810908",93.75,100,25,100,100,100,42.8571428571429,100,100,100,92.3076923076923,96.551724137931,93.75,91.304347826087,43.4782608695652,95,92.3076923076923,100,88.8888888888889,93.75,100,94.4444444444444,33.3333333333333,100,100,100,100,42.8571428571429,90,100
"NC_059184.1.5817100.5817101",95.2380952380952,100,85.7142857142857,91.6666666666667,100,95.4545454545455,100,100,86.6666666666667,100,100,95.4545454545455,100,93.75,100,100,90,90.9090909090909,100,92.8571428571429,95.4545454545455,100,100,94.7368421052632,100,90.4761904761905,92.8571428571429,100,92.8571428571429,90.9090909090909
"NC_059184.1.7008213.7008214",59.0909090909091,100,69.2307692307692,100,95.8333333333333,76.4705882352941,52.9411764705882,45.4545454545455,81.8181818181818,95,84.2105263157895,42.8571428571429,52.1739130434783,0,52.1739130434783,52,87.5,94.1176470588235,65.3846153846154,38.0952380952381,95.8333333333333,58.6206896551724,100,56.5217391304348,100,100,76,92.8571428571429,9.09090909090909,52.9411764705882
"NC_059184.1.8400662.8400663",86.6666666666667,88.2352941176471,100,93.3333333333333,92.3076923076923,92.8571428571429,95,95.2380952380952,90.4761904761905,93.75,100,90.9090909090909,87.5,100,94.1176470588235,94.1176470588235,84.2105263157895,100,94.1176470588235,95,94.4444444444444,100,100,100,94.7368421052632,92.8571428571429,100,83.3333333333333,85,100
"NC_059184.1.9717070.9717071",100,94.1176470588235,92.8571428571429,100,94.1176470588235,87.5,100,95,93.75,95.4545454545455,100,93.1034482758621,89.4736842105263,95,96.551724137931,100,100,93.3333333333333,91.6666666666667,87.5,100,96.1538461538462,95.6521739130435,93.75,92.5925925925926,93.75,88.2352941176471,95.4545454545455,100,100
"NC_059184.1.9717135.9717136",100,96.4285714285714,93.3333333333333,91.304347826087,71.4285714285714,100,83.3333333333333,93.3333333333333,93.75,100,100,91.8918918918919,95.6521739130435,92,100,100,95.6521739130435,92.5925925925926,100,100,100,96.4285714285714,95.4545454545455,94.7368421052632,96.969696969697,96.2962962962963,100,91.6666666666667,100,95.8333333333333
"NC_059184.1.9717153.9717154",90.4761904761905,96.6666666666667,93.3333333333333,82.6086956521739,69.2307692307692,96,70.8333333333333,93.75,82.3529411764706,100,95.8333333333333,86.8421052631579,100,96.2962962962963,96.6666666666667,100,100,85.7142857142857,96.7741935483871,100,86.3636363636364,96.4285714285714,88.8888888888889,91.304347826087,100,96.2962962962963,96.1538461538462,92.5925925925926,96.6666666666667,95.6521739130435
"NC_059184.1.9717170.9717171",54.5454545454545,55.1724137931034,42.8571428571429,33.3333333333333,8.33333333333333,69.5652173913043,29.1666666666667,60,61.1111111111111,66.6666666666667,40.9090909090909,41.025641025641,62.962962962963,81.4814814814815,62.0689655172414,48.1481481481481,33.3333333333333,12,34.4827586206897,64.2857142857143,31.8181818181818,58.6206896551724,4,50,89.2857142857143,46.1538461538462,70,56.5217391304348,65.5172413793103,68.1818181818182
"NC_059184.1.9717193.9717194",45,40,35.7142857142857,28.5714285714286,0,38.0952380952381,8.33333333333333,50,61.1111111111111,16.6666666666667,10,19.4444444444444,26.0869565217391,51.8518518518519,51.6129032258064,26.9230769230769,32,0,20.6896551724138,48.1481481481481,36.8421052631579,20.8333333333333,4.54545454545455,38.0952380952381,74.0740740740741,43.4782608695652,62.5,50,65.3846153846154,52.9411764705882
"NC_059184.1.9959522.9959523",85.7142857142857,95.2380952380952,100,85.7142857142857,100,94.7368421052632,82.3529411764706,87.5,88.2352941176471,91.6666666666667,94.4444444444444,96,95.2380952380952,100,100,100,93.3333333333333,90.9090909090909,88.4615384615385,93.75,95,100,100,100,93.3333333333333,100,96,89.2857142857143,83.3333333333333,100
"NC_059184.1.11407153.11407154",96.7741935483871,96.2962962962963,100,91.304347826087,93.3333333333333,100,92,100,100,100,95.4545454545455,91.8918918918919,100,100,95,82.6086956521739,96.969696969697,90,93.75,94.4444444444444,100,88.4615384615385,94.2857142857143,100,100,100,96.969696969697,87.5,100,95
"NC_059184.1.11407257.11407258",96.1538461538462,95.4545454545455,91.6666666666667,95,93.3333333333333,100,100,100,93.75,100,90,91.1764705882353,92.5925925925926,93.75,94.7368421052632,100,96.2962962962963,100,96.969696969697,88.8888888888889,89.4736842105263,83.3333333333333,96.551724137931,93.3333333333333,100,94.1176470588235,92.8571428571429,94.7368421052632,100,90.9090909090909
"NC_059184.1.11407301.11407302",100,86.6666666666667,100,93.3333333333333,100,100,94.1176470588235,100,92.3076923076923,94.7368421052632,78.5714285714286,85.7142857142857,95.2380952380952,92.3076923076923,100,100,80.9523809523809,100,92,92.8571428571429,93.3333333333333,87.5,92,92.3076923076923,100,93.5483870967742,95.6521739130435,100,100,92.8571428571429
"NC_059184.1.12636675.12636676",95.8333333333333,100,100,100,90,95,100,84.6153846153846,100,86.3636363636364,85.7142857142857,92,100,84.6153846153846,80,100,93.75,93.75,97.0588235294118,100,100,89.4736842105263,94.7368421052632,94.4444444444444,88.2352941176471,94.4444444444444,84.2105263157895,100,95.2380952380952,88.8888888888889
"NC_059184.1.13065222.13065223",100,100,100,100,100,95.2380952380952,94.4444444444444,93.3333333333333,92.3076923076923,100,91.6666666666667,100,52.6315789473684,90.9090909090909,94.7368421052632,100,100,100,95.2380952380952,100,93.75,100,100,87.5,94.1176470588235,61.1111111111111,100,92.8571428571429,100,100
"NC_059184.1.13082654.13082655",92.3076923076923,88.8888888888889,100,92.3076923076923,100,95.2380952380952,100,83.3333333333333,91.6666666666667,95.6521739130435,92.3076923076923,94.7368421052632,90.4761904761905,88,100,95.4545454545455,94.4444444444444,91.6666666666667,100,93.75,90.4761904761905,88.8888888888889,92.3076923076923,94.1176470588235,83.3333333333333,100,95.2380952380952,81.8181818181818,100,100
"NC_059184.1.13082764.13082765",88.2352941176471,77.7777777777778,100,89.4736842105263,100,95.4545454545455,85.7142857142857,88.8888888888889,100,96.7741935483871,81.25,94.4444444444444,92.8571428571429,100,100,100,85,100,92,100,100,89.4736842105263,100,94.7368421052632,95,100,94.1176470588235,91.6666666666667,100,90.9090909090909
"NC_059184.1.13082778.13082779",88.2352941176471,75,93.3333333333333,93.75,90.9090909090909,95.2380952380952,100,93.75,100,100,87.5,100,100,100,100,94.4444444444444,94.7368421052632,100,95.6521739130435,90.9090909090909,96.2962962962963,100,92.3076923076923,88.8888888888889,94.4444444444444,100,82.3529411764706,83.3333333333333,100,88.8888888888889
"NC_059184.1.13227122.13227123",38.4615384615385,60.7142857142857,15.3846153846154,45.8333333333333,64.7058823529412,39.1304347826087,25,55.1724137931034,15.7894736842105,66.6666666666667,12.5,61.1111111111111,42.1052631578947,10.3448275862069,28.125,31.5789473684211,24.1379310344828,28.5714285714286,19.4444444444444,7.14285714285714,46.1538461538462,80,11.5384615384615,16.6666666666667,21.4285714285714,79.3103448275862,66.6666666666667,20,33.3333333333333,40
"NC_059184.1.13372443.13372444",95.2380952380952,90.4761904761905,89.4736842105263,88.8888888888889,100,86.6666666666667,91.6666666666667,88,100,88,86.3636363636364,90.4761904761905,90.9090909090909,100,96.7741935483871,95.2380952380952,95.8333333333333,91.6666666666667,96.875,86.3636363636364,92.3076923076923,91.304347826087,87.5,95.8333333333333,100,95.2380952380952,100,92.3076923076923,100,100
"NC_059184.1.13372551.13372552",83.3333333333333,75.8620689655172,70.8333333333333,37.5,92.5925925925926,46.6666666666667,30.7692307692308,90.9090909090909,64.7058823529412,75,63.1578947368421,60,42.8571428571429,66.6666666666667,65.5172413793103,64.2857142857143,69.2307692307692,57.1428571428571,54.1666666666667,68.4210526315789,75,73.6842105263158,60,57.8947368421053,57.6923076923077,78.7878787878788,83.3333333333333,50,65.2173913043478,57.1428571428571
"NC_059184.1.13429589.13429590",87.5,82.3529411764706,93.3333333333333,92.8571428571429,100,80.9523809523809,100,100,100,86.6666666666667,100,88.8888888888889,84.2105263157895,92.8571428571429,92.8571428571429,92.8571428571429,88.2352941176471,100,94.7368421052632,100,100,94.4444444444444,100,92.8571428571429,91.304347826087,100,96,86.6666666666667,93.3333333333333,100
"NC_059184.1.13429750.13429751",95,95,100,89.4736842105263,100,100,85.7142857142857,95.4545454545455,92.8571428571429,92.3076923076923,93.75,85,93.75,93.75,96,100,100,90,96.6666666666667,90.9090909090909,100,87.5,85.7142857142857,95.2380952380952,94.7368421052632,95.2380952380952,92,95,94.7368421052632,100
"NC_059184.1.13438021.13438022",91.6666666666667,85,48,92.3076923076923,100,92.8571428571429,100,100,83.3333333333333,92.8571428571429,58.8235294117647,63.1578947368421,100,63.1578947368421,95,64.2857142857143,53.8461538461538,25,57.5,50,80,100,90.9090909090909,82.3529411764706,94.1176470588235,84.2105263157895,90,73.6842105263158,51.3513513513514,88.2352941176471
"NC_059184.1.13541553.13541554",100,84.6153846153846,88.8888888888889,84.6153846153846,94.1176470588235,94.4444444444444,73.3333333333333,100,90.9090909090909,81.25,80,94.4444444444444,88.8888888888889,100,100,82.3529411764706,100,69.2307692307692,84.6153846153846,94.4444444444444,93.75,91.6666666666667,100,93.3333333333333,94.7368421052632,90.9090909090909,82.3529411764706,94.4444444444444,94.4444444444444,100
"NC_059184.1.13568524.13568525",80,96.1538461538462,100,100,100,95.4545454545455,86.6666666666667,95,94.1176470588235,100,89.4736842105263,90.9090909090909,96.2962962962963,92.8571428571429,96.4285714285714,38.8888888888889,90,100,93.1034482758621,100,86.6666666666667,100,94.4444444444444,100,100,96,100,100,100,100
"NC_059184.1.13568532.13568533",90.9090909090909,96.1538461538462,88.2352941176471,92.8571428571429,92.8571428571429,91.304347826087,93.3333333333333,94.1176470588235,93.75,89.4736842105263,94.7368421052632,81.8181818181818,92,88.8888888888889,96.6666666666667,33.3333333333333,94.7368421052632,95.4545454545455,95.8333333333333,94.4444444444444,88.8888888888889,88.4615384615385,88.2352941176471,95.2380952380952,83.3333333333333,86.3636363636364,92.3076923076923,89.6551724137931,100,95.6521739130435
"NC_059184.1.13568592.13568593",92.3076923076923,94.7368421052632,87.5,100,91.6666666666667,84.6153846153846,90.9090909090909,100,76.4705882352941,93.75,81.25,95,94.4444444444444,90,95.8333333333333,40,88.2352941176471,100,100,100,95,91.6666666666667,95,93.75,88.2352941176471,84,95.2380952380952,87.8787878787879,88.2352941176471,90.4761904761905
"NC_059184.1.13568649.13568650",93.3333333333333,90,87.5,100,92.3076923076923,95.8333333333333,90.9090909090909,100,93.75,81.25,100,90.9090909090909,80,93.75,100,89.4736842105263,90.9090909090909,100,85,94.7368421052632,88.2352941176471,90.4761904761905,95,84.6153846153846,94.4444444444444,84.6153846153846,95.6521739130435,88,100,93.75
"NC_059184.1.13568700.13568701",60,75,96.2962962962963,81.8181818181818,91.6666666666667,95,83.3333333333333,29.4117647058824,25,94.1176470588235,100,92,80,57.1428571428571,94.7368421052632,40,89.6551724137931,88.2352941176471,36.8421052631579,35.2941176470588,88.2352941176471,93.75,100,100,77.7777777777778,91.304347826087,94.7368421052632,81.25,100,86.6666666666667
"NC_059184.1.13645803.13645804",91.6666666666667,100,100,94.1176470588235,88.2352941176471,86.6666666666667,90.9090909090909,100,100,92.8571428571429,90.9090909090909,100,92.8571428571429,100,100,93.3333333333333,100,100,96.551724137931,100,94.1176470588235,90,100,100,100,90.9090909090909,81.8181818181818,95.4545454545455,95.4545454545455,95
"NC_059184.1.13645833.13645834",100,100,100,93.75,93.3333333333333,100,100,100,90,91.6666666666667,100,100,100,93.3333333333333,93.3333333333333,93.75,100,94.1176470588235,92.3076923076923,100,93.75,100,100,91.6666666666667,100,100,100,100,89.4736842105263,95.6521739130435
"NC_059184.1.13722061.13722062",100,95.2380952380952,100,100,94.4444444444444,81.25,100,92.3076923076923,80,94.1176470588235,100,93.75,100,100,100,85,94.7368421052632,90.9090909090909,92.5925925925926,100,94.7368421052632,100,100,95.8333333333333,88.8888888888889,100,100,100,94.1176470588235,100
"NC_059184.1.13722128.13722129",92.8571428571429,82.3529411764706,63.6363636363636,100,86.6666666666667,84.6153846153846,78.5714285714286,100,100,93.75,90,86.6666666666667,86.6666666666667,87.5,86.6666666666667,90,78.5714285714286,90,100,88.8888888888889,94.4444444444444,85.7142857142857,94.4444444444444,94.4444444444444,100,100,88.8888888888889,90,93.3333333333333,61.1111111111111
"NC_059184.1.13831233.13831234",95,100,93.75,100,100,100,92.3076923076923,92.8571428571429,93.3333333333333,100,100,100,100,100,95.4545454545455,86.9565217391304,82.3529411764706,96.1538461538462,96.875,100,100,88.8888888888889,100,93.5483870967742,100,100,100,100,100,100
"NC_059184.1.13831244.13831245",90.4761904761905,94.4444444444444,94.1176470588235,91.6666666666667,100,100,92.3076923076923,92.8571428571429,100,94.4444444444444,100,100,93.1034482758621,88.8888888888889,100,95.8333333333333,83.3333333333333,100,96.969696969697,100,100,94.7368421052632,100,96.7741935483871,100,100,96.551724137931,94.4444444444444,96.4285714285714,100
"NC_059184.1.13831266.13831267",100,93.75,100,100,92.3076923076923,95,83.3333333333333,100,94.7368421052632,100,88.8888888888889,93.3333333333333,100,100,100,88,80,100,96.875,86.6666666666667,100,100,83.3333333333333,93.9393939393939,100,91.304347826087,88.8888888888889,73.3333333333333,96.6666666666667,100
"NC_059185.1.48574.48575",90.4761904761905,94.1176470588235,91.6666666666667,90.9090909090909,89.4736842105263,100,93.3333333333333,92.8571428571429,100,100,87.5,90.9090909090909,94.4444444444444,95,100,94.7368421052632,100,90.9090909090909,100,95.8333333333333,100,95.6521739130435,100,87.5,100,92.3076923076923,91.304347826087,100,90,94.1176470588235
"NC_059185.1.48613.48614",86.3636363636364,100,100,91.6666666666667,100,95.4545454545455,100,86.6666666666667,94.1176470588235,91.6666666666667,77.7777777777778,95,88.8888888888889,100,100,95.2380952380952,90,92.8571428571429,91.304347826087,95.8333333333333,86.3636363636364,95.2380952380952,94.7368421052632,100,91.6666666666667,92.8571428571429,100,100,95.4545454545455,89.4736842105263
"NC_059185.1.48627.48628",90,100,100,92.8571428571429,93.3333333333333,100,94.1176470588235,94.1176470588235,87.5,91.6666666666667,83.3333333333333,85,81.25,86.6666666666667,88,100,94.7368421052632,92.8571428571429,95.4545454545455,95.6521739130435,78.2608695652174,90,100,100,100,92.8571428571429,90.4761904761905,90.9090909090909,100,100
"NC_059185.1.94961.94962",27.2727272727273,0,0,0,0,0,0,9.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NC_059185.1.109973.109974",88.8888888888889,94.4444444444444,70,96.1538461538462,38.0952380952381,90.9090909090909,95.2380952380952,18.75,70,25.9259259259259,100,96,64.2857142857143,100,94.4444444444444,91.6666666666667,84.6153846153846,92.8571428571429,88.8888888888889,100,86.3636363636364,54.5454545454545,55.5555555555556,96,63.6363636363636,28.5714285714286,100,100,100,62.5
"NC_059185.1.110010.110011",100,100,94.4444444444444,88.8888888888889,40,90,86.3636363636364,60,70,64.2857142857143,100,100,68.4210526315789,100,97.0588235294118,84.6153846153846,100,78.5714285714286,93.9393939393939,100,96.2962962962963,64.7058823529412,55.5555555555556,96.6666666666667,94.4444444444444,65.5172413793103,94.4444444444444,94.4444444444444,100,61.1111111111111
"NC_059185.1.120907.120908",30.7692307692308,0,0,0,0,0,0,0,0,8.33333333333333,48,3.33333333333333,0,0,3.125,7.69230769230769,0,44.4444444444444,0,0,44,0,31.5789473684211,4.76190476190476,0,4,0,5.12820512820513,0,0
"NC_059185.1.120940.120941",28,25,0,0,0,0,0,0,0,0,45,3.44827586206897,9.52380952380952,0,0,0,0,44.4444444444444,0,0,33.3333333333333,0,50,5.55555555555556,5.55555555555556,0,0,0,0,0
"NC_059185.1.147974.147975",100,88,100,91.304347826087,100,100,100,90,94.1176470588235,94.4444444444444,95.6521739130435,100,95.6521739130435,96,96,95.8333333333333,95.6521739130435,94.7368421052632,93.5483870967742,92.8571428571429,90.4761904761905,90.4761904761905,90.9090909090909,86.6666666666667,85.7142857142857,100,92.5925925925926,88,92.5925925925926,87.5
"NC_059185.1.148010.148011",92.3076923076923,87.5,88.8888888888889,86.9565217391304,100,95.6521739130435,100,90.9090909090909,100,88.2352941176471,95.8333333333333,94.1176470588235,96,100,90.4761904761905,90.3225806451613,93.9393939393939,93.75,96.7741935483871,100,95.6521739130435,90.4761904761905,87.5,94.1176470588235,94.7368421052632,95.8333333333333,100,100,100,100
"NC_059185.1.148166.148167",85.7142857142857,94.1176470588235,92.8571428571429,100,88.2352941176471,90,85.7142857142857,100,100,100,100,90.4761904761905,100,100,92,54.5454545454545,58.3333333333333,94.4444444444444,50,92,85.7142857142857,100,89.4736842105263,95.4545454545455,100,87.5,86.3636363636364,97.7777777777778,85,100
"NC_059185.1.210192.210193",62.1621621621622,45,55,52.9411764705882,48.4848484848485,40,60,48.2758620689655,23.5294117647059,60.8695652173913,44.4444444444444,16.6666666666667,62.5,48.1481481481481,35.1351351351351,37.5,45.4545454545455,50,66.6666666666667,70,59.375,70.8333333333333,23.8095238095238,31.8181818181818,26.0869565217391,52.6315789473684,44.4444444444444,50,65.2173913043478,35.7142857142857
"NC_059185.1.210236.210237",26.3157894736842,44,44.4444444444444,23.5294117647059,40.625,10.5263157894737,40,48.2758620689655,33.3333333333333,37.037037037037,41.6666666666667,37.5,25,33.3333333333333,22.2222222222222,18.5185185185185,32.1428571428571,35.8974358974359,36,40,39.3939393939394,48.3870967741936,22.7272727272727,25,39.2857142857143,12.5,35.7142857142857,40,16,5
"NC_059185.1.255142.255143",100,96,75,90,75,86.6666666666667,100,90.9090909090909,100,87.5,62.5,100,94.7368421052632,100,61.9047619047619,95.2380952380952,100,68.75,96.4285714285714,82.3529411764706,100,100,80.7692307692308,88.2352941176471,96.1538461538462,95.2380952380952,94.7368421052632,90,94.4444444444444,90.9090909090909
"NC_059185.1.255197.255198",95.6521739130435,96.2962962962963,100,88.2352941176471,92.8571428571429,90,94.4444444444444,100,93.3333333333333,100,94.7368421052632,100,94.7368421052632,95.4545454545455,95,95.6521739130435,100,100,100,95.2380952380952,100,97.2222222222222,100,100,91.6666666666667,90.9090909090909,100,84.6153846153846,95.2380952380952,100
"NC_059185.1.326337.326338",91.6666666666667,95.2380952380952,100,100,100,92.8571428571429,46.1538461538462,91.6666666666667,93.3333333333333,96.2962962962963,100,100,92.8571428571429,100,100,100,100,100,92,88.8888888888889,92.8571428571429,100,95.6521739130435,60.8695652173913,100,94.4444444444444,100,55,41.1764705882353,100
"NC_059185.1.326487.326488",100,100,100,100,100,100,94.1176470588235,92.3076923076923,80,90.4761904761905,90.9090909090909,100,100,96,100,100,100,100,94.7368421052632,100,92.8571428571429,100,100,100,100,100,100,95.4545454545455,93.3333333333333,92.8571428571429
"NC_059185.1.378893.378894",100,94.4444444444444,94.4444444444444,88.2352941176471,88.8888888888889,89.4736842105263,85,90.9090909090909,95.4545454545455,95.4545454545455,100,91.304347826087,100,96.2962962962963,100,95,100,100,88.2352941176471,87.5,100,93.5483870967742,94.1176470588235,96.875,97.5,96.551724137931,100,100,100,100
"NC_059185.1.378975.378976",88.2352941176471,81.8181818181818,64.7058823529412,94.1176470588235,88.8888888888889,77.7777777777778,61.1111111111111,76.4705882352941,77.7777777777778,76.4705882352941,64.7058823529412,76,77.2727272727273,80.6451612903226,56,70.8333333333333,77.2727272727273,66.6666666666667,83.3333333333333,70.5882352941177,77.1428571428571,82.6086956521739,78.125,83.3333333333333,81.25,70.5882352941177,57.6923076923077,81.8181818181818,81.4814814814815,62.5
