chr	start	end	strand	coverage1	numCs1	numTs1	coverage2	numCs2	numTs2	coverage3	numCs3	numTs3	coverage4	numCs4	numTs4	coverage5	numCs5	numTs5	coverage6	numCs6	numTs6	coverage7	numCs7	numTs7	coverage8	numCs8	numTs8	coverage9	numCs9	numTs9	coverage10	numCs10	numTs10	coverage11	numCs11	numTs11	coverage12	numCs12	numTs12	coverage13	numCs13	numTs13	coverage14	numCs14	numTs14	coverage15	numCs15	numTs15	coverage16	numCs16	numTs16	coverage17	numCs17	numTs17	coverage18	numCs18	numTs18	coverage19	numCs19	numTs19
NC_059186.1	8880318	8880319	*	17	17	0	21	7	14	18	8	10	10	5	5	14	14	0	17	0	17	21	0	21	18	9	9	18	6	12	15	8	7	13	5	8	22	21	1	22	12	10	18	17	1	24	10	14	20	9	11	20	0	20	21	19	2	26	0	26
NC_059186.1	8900120	8900121	*	13	13	0	20	18	2	18	17	1	14	13	1	10	10	0	18	18	0	14	13	1	12	10	2	11	11	0	17	16	1	12	12	0	19	18	1	16	15	1	13	13	0	22	22	0	18	17	1	22	21	1	18	10	8	20	20	0
NC_059186.1	8960668	8960669	*	17	15	2	22	21	1	14	12	2	13	13	0	15	14	1	13	13	0	19	16	3	19	16	3	20	14	6	22	21	1	15	14	1	19	18	1	17	13	4	17	17	0	30	26	4	23	21	2	20	18	2	16	14	2	28	22	6
NC_059186.1	8964071	8964072	*	28	12	16	21	11	10	19	9	10	22	13	9	25	6	19	26	24	2	20	10	10	19	17	2	12	9	3	15	7	8	22	18	4	34	0	34	14	5	9	24	19	5	19	16	3	18	18	0	28	25	3	21	0	21	32	31	1
NC_059186.1	8964075	8964076	*	27	17	10	21	18	3	18	14	4	22	11	11	25	13	12	26	23	3	19	15	4	19	15	4	12	9	3	15	12	3	22	18	4	32	0	32	14	12	2	24	22	2	19	15	4	18	17	1	27	24	3	21	7	14	34	30	4
NC_059186.1	8964105	8964106	*	27	23	4	21	13	8	17	14	3	18	8	10	22	16	6	27	21	6	17	11	6	17	10	7	15	11	4	16	15	1	19	17	2	28	4	24	15	11	4	21	18	3	18	15	3	22	16	6	23	22	1	23	10	13	35	30	5
NC_059186.1	8982488	8982489	*	15	14	1	18	18	0	12	12	0	10	9	1	10	9	1	21	21	0	18	17	1	14	13	1	12	11	1	23	23	0	16	14	2	20	18	2	10	10	0	14	13	1	26	24	2	22	20	2	21	19	2	16	13	3	25	23	2
NC_059186.1	9066773	9066774	*	13	12	1	13	12	1	13	9	4	12	9	3	11	7	4	18	11	7	22	15	7	15	11	4	13	9	4	17	14	3	12	11	1	28	21	7	11	8	3	25	14	11	16	15	1	26	21	5	21	14	7	18	14	4	19	14	5
NC_059186.1	9087444	9087445	*	15	15	0	15	15	0	18	17	1	13	13	0	20	19	1	23	23	0	13	13	0	13	13	0	12	10	2	26	25	1	14	13	1	16	16	0	18	18	0	22	22	0	18	17	1	19	18	1	19	19	0	16	16	0	27	26	1
NC_059186.1	9360529	9360530	*	15	4	11	14	3	11	18	0	18	19	11	8	10	0	10	12	0	12	15	7	8	10	2	8	10	7	3	13	0	13	13	1	12	16	4	12	18	7	11	15	0	15	18	0	18	19	7	12	16	7	9	20	0	20	28	0	28
NC_059186.1	9368872	9368873	*	16	14	2	21	18	3	13	13	0	15	14	1	13	12	1	18	13	5	15	14	1	14	12	2	14	13	1	10	10	0	14	12	2	17	17	0	12	10	2	14	12	2	21	20	1	23	21	2	19	16	3	11	9	2	16	16	0
NC_059186.1	9430145	9430146	*	11	10	1	25	20	5	11	8	3	11	10	1	12	11	1	21	19	2	15	11	4	16	15	1	11	8	3	14	10	4	10	9	1	19	12	7	14	11	3	12	9	3	18	14	4	15	11	4	18	13	5	20	18	2	23	19	4
NC_059186.1	9441734	9441735	*	21	20	1	18	17	1	17	16	1	18	18	0	19	17	2	20	19	1	10	7	3	16	16	0	13	12	1	27	26	1	18	17	1	32	31	1	10	10	0	23	22	1	18	18	0	18	17	1	20	19	1	22	21	1	22	20	2
NC_059186.1	9441826	9441827	*	24	20	4	15	13	2	14	12	2	17	14	3	15	14	1	24	18	6	15	10	5	15	7	8	12	7	5	23	9	14	16	12	4	28	24	4	13	13	0	25	18	7	21	16	5	22	16	6	28	20	8	15	11	4	24	21	3
NC_059186.1	9565440	9565441	*	20	18	2	17	15	2	23	22	1	21	16	5	15	12	3	18	17	1	16	12	4	12	10	2	21	13	8	16	15	1	15	14	1	22	21	1	19	17	2	27	25	2	22	18	4	29	28	1	25	24	1	25	22	3	43	37	6
NC_059186.1	9698678	9698679	*	18	18	0	10	10	0	19	18	1	11	11	0	13	13	0	15	15	0	15	15	0	15	15	0	13	13	0	11	11	0	19	19	0	23	21	2	15	13	2	14	14	0	32	31	1	18	17	1	16	16	0	20	19	1	23	20	3
NC_059186.1	9945477	9945478	*	18	18	0	19	19	0	13	13	0	10	10	0	13	12	1	13	13	0	21	21	0	10	10	0	10	10	0	18	17	1	14	13	1	27	27	0	13	13	0	12	12	0	16	15	1	19	19	0	11	11	0	19	19	0	21	21	0
NC_059186.1	10023121	10023122	*	13	13	0	24	23	1	15	15	0	16	15	1	16	15	1	25	23	2	14	14	0	19	19	0	16	16	0	13	13	0	14	14	0	24	23	1	24	23	1	16	16	0	25	24	1	21	21	0	18	18	0	16	15	1	26	23	3
NC_059186.1	10103471	10103472	*	21	19	2	16	7	9	18	15	3	20	14	6	23	19	4	16	16	0	10	6	4	15	1	14	14	13	1	17	15	2	15	13	2	20	12	8	25	8	17	24	8	16	24	24	0	22	22	0	27	27	0	23	22	1	33	15	18
NC_059186.1	10177732	10177733	*	13	13	0	21	20	1	11	11	0	13	13	0	11	11	0	15	14	1	16	16	0	13	13	0	14	14	0	17	17	0	12	12	0	15	14	1	18	18	0	11	11	0	18	18	0	24	23	1	12	12	0	19	18	1	18	17	1
NC_059186.1	10201887	10201888	*	17	16	1	35	20	15	16	16	0	17	10	7	20	9	11	25	8	17	14	6	8	14	13	1	22	15	7	19	10	9	14	7	7	30	26	4	27	10	17	17	17	0	23	18	5	18	12	6	22	15	7	18	9	9	23	23	0
NC_059186.1	10201968	10201969	*	19	17	2	29	8	21	12	10	2	15	7	8	17	17	0	17	14	3	15	3	12	10	9	1	16	13	3	16	9	7	11	9	2	22	15	7	23	20	3	14	11	3	22	16	6	16	10	6	14	11	3	12	11	1	14	11	3
NC_059186.1	10201977	10201978	*	19	14	5	29	13	16	14	13	1	17	6	11	16	15	1	16	12	4	16	3	13	10	9	1	15	13	2	14	8	6	11	10	1	20	15	5	22	14	8	14	10	4	23	17	6	14	11	3	15	15	0	12	10	2	14	10	4
NC_059186.1	10218291	10218292	*	18	16	2	12	11	1	19	17	2	17	17	0	14	13	1	17	17	0	10	9	1	20	19	1	16	15	1	25	25	0	12	12	0	24	24	0	17	16	1	11	10	1	21	19	2	20	19	1	16	16	0	15	15	0	38	35	3
NC_059186.1	10218331	10218332	*	23	17	6	15	13	2	18	16	2	17	10	7	11	11	0	10	8	2	11	8	3	16	15	1	16	13	3	24	23	1	10	9	1	25	23	2	16	12	4	16	14	2	21	20	1	21	18	3	17	15	2	15	12	3	32	27	5
NC_059186.1	10271686	10271687	*	13	11	2	16	16	0	14	6	8	12	7	5	14	5	9	19	15	4	14	5	9	16	14	2	13	10	3	15	7	8	11	10	1	19	16	3	13	12	1	19	16	3	13	6	7	20	16	4	14	12	2	17	6	11	26	24	2
NC_059186.1	10716688	10716689	*	14	12	2	18	18	0	17	15	2	16	14	2	11	10	1	12	11	1	15	15	0	17	16	1	11	11	0	18	18	0	12	12	0	16	16	0	24	24	0	16	14	2	18	18	0	13	13	0	13	13	0	17	15	2	19	18	1
NC_059186.1	10743403	10743404	*	16	13	3	17	17	0	15	11	4	11	9	2	16	14	2	17	15	2	14	13	1	20	17	3	16	14	2	11	10	1	20	18	2	20	16	4	21	19	2	13	11	2	16	13	3	24	19	5	24	18	6	19	14	5	35	31	4
NC_059186.1	10750045	10750046	*	14	12	2	23	23	0	18	17	1	13	13	0	11	10	1	25	24	1	14	14	0	16	16	0	15	13	2	12	12	0	14	13	1	18	18	0	15	14	1	18	18	0	24	24	0	29	29	0	26	26	0	13	12	1	26	26	0
NC_059186.1	10890973	10890974	*	28	25	3	25	22	3	19	19	0	17	17	0	19	19	0	14	12	2	11	11	0	24	24	0	16	16	0	11	11	0	17	17	0	27	26	1	18	17	1	13	12	1	21	20	1	22	22	0	22	21	1	18	17	1	25	25	0
NC_059186.1	10891012	10891013	*	25	23	2	21	20	1	19	17	2	15	14	1	16	14	2	13	11	2	10	9	1	14	12	2	15	14	1	10	6	4	12	10	2	33	26	7	15	13	2	10	10	0	19	17	2	15	12	3	21	16	5	17	14	3	24	22	2
NC_059186.1	10891108	10891109	*	20	19	1	27	23	4	16	14	2	21	20	1	15	15	0	16	15	1	10	10	0	15	14	1	14	12	2	13	12	1	12	11	1	33	30	3	17	15	2	14	13	1	23	21	2	15	15	0	19	17	2	21	19	2	29	29	0
NC_059186.1	10891182	10891183	*	12	4	8	24	21	3	17	4	13	23	7	16	22	19	3	13	11	2	11	10	1	18	16	2	10	10	0	18	18	0	22	22	0	29	25	4	17	17	0	17	6	11	32	29	3	14	9	5	17	12	5	19	10	9	32	29	3
NC_059186.1	11254658	11254659	*	23	21	2	22	21	1	13	13	0	12	12	0	23	21	2	13	13	0	16	16	0	16	15	1	15	13	2	14	12	2	15	14	1	20	19	1	20	17	3	16	15	1	17	16	1	19	18	1	17	16	1	18	16	2	29	28	1
NC_059186.1	11254670	11254671	*	21	19	2	21	19	2	14	13	1	12	12	0	24	21	3	13	12	1	17	15	2	15	14	1	15	13	2	12	10	2	17	13	4	20	20	0	20	19	1	18	14	4	16	15	1	18	17	1	18	18	0	19	19	0	28	26	2
NC_059186.1	11270235	11270236	*	20	20	0	24	22	2	16	16	0	30	30	0	11	11	0	19	18	1	13	13	0	17	17	0	14	10	4	16	15	1	12	11	1	27	24	3	17	16	1	16	15	1	24	23	1	26	25	1	24	23	1	16	16	0	17	16	1
NC_059186.1	11281238	11281239	*	21	12	9	15	11	4	19	15	4	22	19	3	14	12	2	22	18	4	21	17	4	15	14	1	11	5	6	19	17	2	20	18	2	21	17	4	15	11	4	20	19	1	24	20	4	22	17	5	29	27	2	19	16	3	34	12	22
NC_059186.1	11609450	11609451	*	14	14	0	17	16	1	10	9	1	13	12	1	13	11	2	10	10	0	10	10	0	15	15	0	12	12	0	18	17	1	12	12	0	10	10	0	12	10	2	12	12	0	11	11	0	15	15	0	19	18	1	13	13	0	21	20	1
NC_059186.1	11645057	11645058	*	29	28	1	22	21	1	19	18	1	12	12	0	17	16	1	20	20	0	17	15	2	11	11	0	14	13	1	13	13	0	18	17	1	30	29	1	12	12	0	12	12	0	11	11	0	23	23	0	15	15	0	11	11	0	28	26	2
NC_059186.1	11645132	11645133	*	30	29	1	21	19	2	19	19	0	13	12	1	22	21	1	21	20	1	16	16	0	13	11	2	17	15	2	18	18	0	22	22	0	37	37	0	13	11	2	15	14	1	13	13	0	21	21	0	14	13	1	15	14	1	35	33	2
NC_059186.1	11652461	11652462	*	15	15	0	12	11	1	17	16	1	15	15	0	17	16	1	11	11	0	12	10	2	20	16	4	13	12	1	15	15	0	18	18	0	22	21	1	21	18	3	24	24	0	28	26	2	27	27	0	23	23	0	17	16	1	20	19	1
NC_059186.1	11652495	11652496	*	15	13	2	12	12	0	16	15	1	15	15	0	15	15	0	16	15	1	13	12	1	16	15	1	15	15	0	14	14	0	17	17	0	22	21	1	19	15	4	25	25	0	30	28	2	24	23	1	18	18	0	15	14	1	20	20	0
NC_059186.1	11665594	11665595	*	24	23	1	21	20	1	14	13	1	24	24	0	19	18	1	23	21	2	12	12	0	12	11	1	20	19	1	19	18	1	15	14	1	29	28	1	22	20	2	17	17	0	32	32	0	21	20	1	21	21	0	24	23	1	31	29	2
NC_059186.1	11665608	11665609	*	25	24	1	22	22	0	15	15	0	24	24	0	21	21	0	24	23	1	12	10	2	14	14	0	20	20	0	19	18	1	17	16	1	29	28	1	23	22	1	18	17	1	30	27	3	25	23	2	19	19	0	25	24	1	30	29	1
NC_059186.1	11665676	11665677	*	19	17	2	25	17	8	14	12	2	21	13	8	19	18	1	20	18	2	12	5	7	11	10	1	18	13	5	20	18	2	12	11	1	26	21	5	18	12	6	18	17	1	26	21	5	25	21	4	18	14	4	29	21	8	30	18	12
NC_059186.1	11682847	11682848	*	17	17	0	15	14	1	18	18	0	17	16	1	15	15	0	21	12	9	23	16	7	11	2	9	10	4	6	16	16	0	18	18	0	26	25	1	18	17	1	15	9	6	28	25	3	15	15	0	20	20	0	15	15	0	15	15	0
NC_059186.1	11682871	11682872	*	17	16	1	14	14	0	17	17	0	17	16	1	15	15	0	24	24	0	24	22	2	13	6	7	10	4	6	17	16	1	19	19	0	26	25	1	20	19	1	18	10	8	30	29	1	17	17	0	18	16	2	14	13	1	16	15	1
NC_059186.1	11683039	11683040	*	22	22	0	20	18	2	16	14	2	17	16	1	16	16	0	18	17	1	13	11	2	14	14	0	10	10	0	28	28	0	18	17	1	31	28	3	13	11	2	17	14	3	25	25	0	22	21	1	21	21	0	20	19	1	25	24	1
NC_059186.1	11741497	11741498	*	16	10	6	17	9	8	11	9	2	21	11	10	16	10	6	16	11	5	14	9	5	13	10	3	12	5	7	13	11	2	17	10	7	22	19	3	16	15	1	13	7	6	13	9	4	12	8	4	13	11	2	11	9	2	20	16	4
NC_059186.1	11741543	11741544	*	20	19	1	20	20	0	14	14	0	20	18	2	13	13	0	16	16	0	10	10	0	13	13	0	12	11	1	13	13	0	15	15	0	22	21	1	20	19	1	13	13	0	10	10	0	17	16	1	17	17	0	15	15	0	23	22	1
NC_059186.1	11741696	11741697	*	25	22	3	22	20	2	15	13	2	15	7	8	11	3	8	19	17	2	14	9	5	13	11	2	16	13	3	15	14	1	14	14	0	30	19	11	14	10	4	17	16	1	14	10	4	29	27	2	23	21	2	16	15	1	18	18	0
NC_059186.1	11741720	11741721	*	22	21	1	23	21	2	11	10	1	14	7	7	10	3	7	16	14	2	15	13	2	14	13	1	12	9	3	16	15	1	14	14	0	27	13	14	10	5	5	21	16	5	16	7	9	24	24	0	21	20	1	19	17	2	16	16	0
NC_059186.1	11769202	11769203	*	17	17	0	25	23	2	13	13	0	18	18	0	11	9	2	20	20	0	18	18	0	15	14	1	11	10	1	11	11	0	15	15	0	27	25	2	24	22	2	10	10	0	18	16	2	27	26	1	22	19	3	20	20	0	32	30	2
NC_059186.1	11840093	11840094	*	16	16	0	19	18	1	11	11	0	18	14	4	21	18	3	19	19	0	13	9	4	13	13	0	11	10	1	14	13	1	11	8	3	19	13	6	22	22	0	18	16	2	17	11	6	11	10	1	21	18	3	25	23	2	23	22	1
NC_059186.1	11923918	11923919	*	25	21	4	16	14	2	16	13	3	19	18	1	18	17	1	18	15	3	12	12	0	10	6	4	10	8	2	20	18	2	18	15	3	21	16	5	20	16	4	17	15	2	18	14	4	15	12	3	14	12	2	15	12	3	36	29	7
NC_059186.1	12021268	12021269	*	10	9	1	23	20	3	13	13	0	18	17	1	15	14	1	18	18	0	12	12	0	12	10	2	12	12	0	16	16	0	20	18	2	23	21	2	23	11	12	12	9	3	16	15	1	19	16	3	16	16	0	12	8	4	22	22	0
NC_059186.1	12034900	12034901	*	19	18	1	18	17	1	21	21	0	18	17	1	11	11	0	25	23	2	17	15	2	15	14	1	29	28	1	24	23	1	23	23	0	16	16	0	15	13	2	16	15	1	22	21	1	14	14	0	22	21	1	25	24	1	27	27	0
NC_059186.1	12034938	12034939	*	17	16	1	20	18	2	27	27	0	20	20	0	13	13	0	28	27	1	17	17	0	19	17	2	28	28	0	22	21	1	25	25	0	19	18	1	23	20	3	17	17	0	25	25	0	19	19	0	22	22	0	23	21	2	25	25	0
NC_059186.1	12034941	12034942	*	16	15	1	20	19	1	27	27	0	20	19	1	13	11	2	27	26	1	17	17	0	18	16	2	28	27	1	22	22	0	24	24	0	19	19	0	22	21	1	17	17	0	26	26	0	19	19	0	22	22	0	25	24	1	25	25	0
NC_059186.1	12034971	12034972	*	12	12	0	17	17	0	27	27	0	18	18	0	14	14	0	29	29	0	17	16	1	17	16	1	27	24	3	20	19	1	21	19	2	17	15	2	24	22	2	17	17	0	24	24	0	18	17	1	21	20	1	22	18	4	24	24	0
NC_059186.1	12035018	12035019	*	11	9	2	16	15	1	26	24	2	16	16	0	12	12	0	21	19	2	18	15	3	18	18	0	18	16	2	16	13	3	14	14	0	18	14	4	24	22	2	18	17	1	15	13	2	16	16	0	14	14	0	12	11	1	19	18	1
NC_059186.1	12092566	12092567	*	19	17	2	16	15	1	23	21	2	19	19	0	19	19	0	12	11	1	12	12	0	23	23	0	15	15	0	27	27	0	20	20	0	18	18	0	17	17	0	22	22	0	24	24	0	18	18	0	16	15	1	22	20	2	23	23	0
NC_059186.1	12181178	12181179	*	14	7	7	16	8	8	13	10	3	11	4	7	18	14	4	16	11	5	15	8	7	11	6	5	12	9	3	18	9	9	18	12	6	16	12	4	10	7	3	15	7	8	28	18	10	23	14	9	17	14	3	10	9	1	26	19	7
NC_059186.1	12203945	12203946	*	10	10	0	24	22	2	17	15	2	18	17	1	18	18	0	26	24	2	19	19	0	15	13	2	20	20	0	21	19	2	17	16	1	21	20	1	21	19	2	15	15	0	18	18	0	24	24	0	20	20	0	14	13	1	27	27	0
NC_059186.1	12301050	12301051	*	22	22	0	17	11	6	13	13	0	14	13	1	15	13	2	20	15	5	24	22	2	16	13	3	14	7	7	19	17	2	15	14	1	20	20	0	16	16	0	13	12	1	36	34	2	27	26	1	21	21	0	19	17	2	21	19	2
NC_059187.1	70220	70221	*	15	14	1	18	18	0	12	12	0	18	14	4	17	17	0	19	19	0	15	12	3	13	11	2	11	11	0	19	17	2	11	10	1	15	15	0	13	11	2	16	15	1	13	12	1	18	18	0	19	18	1	24	22	2	20	20	0
NC_059187.1	90299	90300	*	18	18	0	12	12	0	11	11	0	13	11	2	12	12	0	10	9	1	14	14	0	13	12	1	15	14	1	10	10	0	11	11	0	17	16	1	17	17	0	14	14	0	11	9	2	15	15	0	15	15	0	15	15	0	18	18	0
NC_059187.1	93471	93472	*	14	14	0	13	12	1	12	12	0	11	11	0	13	12	1	18	18	0	15	14	1	10	10	0	12	11	1	17	15	2	11	10	1	26	25	1	15	13	2	15	13	2	23	22	1	10	9	1	14	14	0	17	15	2	24	23	1
NC_059187.1	99520	99521	*	17	14	3	18	9	9	15	9	6	16	13	3	16	10	6	16	15	1	14	11	3	11	9	2	10	5	5	16	9	7	14	9	5	18	14	4	12	9	3	15	11	4	15	9	6	15	8	7	14	13	1	13	10	3	16	8	8
NC_059187.1	119409	119410	*	26	4	22	34	3	31	16	12	4	19	0	19	27	2	25	29	6	23	21	17	4	15	2	13	13	12	1	31	5	26	20	18	2	33	0	33	25	20	5	23	20	3	38	15	23	26	17	9	25	2	23	21	13	8	37	24	13
NC_059187.1	119421	119422	*	26	17	9	33	9	24	15	13	2	19	5	14	27	4	23	30	12	18	22	20	2	16	5	11	13	12	1	31	11	20	19	17	2	34	5	29	25	22	3	23	20	3	37	19	18	26	18	8	25	8	17	21	19	2	39	29	10
NC_059187.1	153238	153239	*	14	3	11	15	0	15	12	0	12	18	0	18	21	0	21	28	0	28	20	0	20	21	0	21	18	0	18	37	0	37	12	0	12	27	0	27	18	0	18	31	1	30	32	0	32	32	0	32	10	0	10	23	0	23	28	0	28
NC_059187.1	233237	233238	*	18	6	12	16	8	8	14	4	10	16	4	12	19	5	14	11	2	9	12	3	9	20	10	10	10	4	6	15	2	13	10	7	3	24	8	16	12	2	10	24	12	12	20	10	10	25	7	18	12	4	8	11	1	10	23	6	17
NC_059187.1	234442	234443	*	24	12	12	13	5	8	20	0	20	16	13	3	17	11	6	27	11	16	19	16	3	20	12	8	15	1	14	30	3	27	24	8	16	31	3	28	29	23	6	20	7	13	29	0	29	22	21	1	20	4	16	20	8	12	33	1	32
NC_059187.1	248937	248938	*	16	13	3	22	16	6	14	11	3	12	5	7	15	13	2	19	16	3	21	16	5	11	6	5	16	10	6	28	21	7	18	13	5	19	14	5	19	11	8	12	6	6	22	13	9	14	8	6	16	9	7	21	14	7	18	15	3
NC_059187.1	248996	248997	*	18	18	0	25	25	0	19	17	2	14	14	0	22	22	0	21	20	1	24	23	1	12	12	0	21	19	2	30	30	0	23	22	1	20	17	3	18	18	0	15	15	0	22	21	1	14	14	0	13	12	1	24	24	0	28	28	0
NC_059187.1	249000	249001	*	19	19	0	26	26	0	19	18	1	14	12	2	22	20	2	22	21	1	24	23	1	11	10	1	21	18	3	30	29	1	25	25	0	21	19	2	18	15	3	15	15	0	23	22	1	14	14	0	15	15	0	24	24	0	28	26	2
NC_059187.1	249035	249036	*	17	15	2	23	22	1	21	21	0	14	8	6	24	24	0	22	22	0	27	23	4	13	12	1	24	21	3	25	23	2	22	16	6	20	3	17	16	15	1	14	12	2	27	27	0	15	14	1	16	11	5	24	24	0	31	6	25
NC_059187.1	249038	249039	*	17	14	3	23	20	3	21	11	10	14	8	6	24	23	1	23	23	0	25	22	3	14	12	2	24	20	4	25	23	2	23	16	7	19	2	17	16	15	1	14	11	3	27	26	1	15	13	2	17	13	4	26	18	8	31	6	25
NC_059187.1	275855	275856	*	26	16	10	19	19	0	17	15	2	12	0	12	16	10	6	25	10	15	19	18	1	19	18	1	20	20	0	15	15	0	18	8	10	18	17	1	11	10	1	22	10	12	17	17	0	23	21	2	16	8	8	15	9	6	17	6	11
NC_059187.1	297312	297313	*	20	13	7	14	6	8	12	3	9	11	0	11	17	0	17	13	0	13	18	9	9	11	9	2	10	4	6	14	0	14	13	0	13	17	0	17	15	0	15	19	0	19	20	11	9	19	0	19	14	0	14	19	0	19	23	1	22
NC_059187.1	302404	302405	*	23	3	20	18	2	16	17	4	13	13	0	13	13	0	13	14	0	14	21	0	21	14	6	8	12	1	11	11	0	11	13	1	12	11	0	11	15	1	14	19	3	16	18	7	11	15	1	14	24	1	23	14	1	13	24	0	24
NC_059187.1	307045	307046	*	42	18	24	29	19	10	37	20	17	33	15	18	42	19	23	45	21	24	37	17	20	53	36	17	19	8	11	42	26	16	37	27	10	41	22	19	25	15	10	50	31	19	45	18	27	53	21	32	42	25	17	35	11	24	50	24	26
NC_059187.1	484591	484592	*	14	14	0	22	21	1	11	11	0	17	17	0	20	20	0	17	17	0	13	12	1	13	13	0	17	17	0	10	10	0	13	12	1	24	23	1	13	13	0	16	16	0	20	20	0	27	26	1	14	14	0	17	15	2	22	21	1
NC_059187.1	484605	484606	*	12	12	0	20	20	0	12	12	0	16	16	0	19	18	1	16	15	1	13	13	0	13	13	0	17	16	1	10	10	0	13	11	2	19	19	0	14	14	0	16	16	0	17	17	0	27	23	4	12	12	0	16	14	2	23	23	0
NC_059187.1	486576	486577	*	18	16	2	26	22	4	19	18	1	15	11	4	10	9	1	26	23	3	12	10	2	18	14	4	12	8	4	23	20	3	27	22	5	21	19	2	15	14	1	15	14	1	22	18	4	16	13	3	17	16	1	16	14	2	33	30	3
NC_059187.1	496139	496140	*	10	9	1	22	20	2	15	14	1	23	21	2	11	11	0	17	17	0	18	18	0	16	15	1	12	12	0	10	10	0	13	12	1	17	17	0	10	9	1	18	17	1	24	22	2	25	25	0	21	21	0	30	26	4	27	23	4
NC_059187.1	673234	673235	*	15	8	7	29	28	1	15	15	0	19	17	2	13	13	0	13	12	1	23	22	1	10	10	0	11	11	0	10	10	0	22	19	3	30	28	2	27	23	4	18	17	1	16	14	2	28	27	1	18	17	1	16	15	1	18	16	2
NC_059187.1	879357	879358	*	25	12	13	23	1	22	27	0	27	23	0	23	20	0	20	20	1	19	16	7	9	15	15	0	16	16	0	19	1	18	28	1	27	26	0	26	15	7	8	21	19	2	33	17	16	22	0	22	27	9	18	27	16	11	30	16	14
NC_059187.1	879452	879453	*	23	22	1	12	12	0	17	17	0	14	14	0	14	12	2	13	13	0	13	13	0	14	13	1	11	11	0	15	15	0	14	12	2	18	17	1	12	12	0	16	16	0	20	19	1	15	8	7	16	15	1	21	21	0	28	27	1
NC_059187.1	893468	893469	*	14	13	1	14	12	2	19	19	0	15	14	1	10	9	1	23	20	3	14	14	0	13	10	3	15	15	0	21	20	1	20	19	1	22	21	1	15	14	1	14	13	1	25	24	1	15	10	5	20	19	1	22	22	0	25	24	1
NC_059187.1	934321	934322	*	28	27	1	16	15	1	11	10	1	17	17	0	20	20	0	20	20	0	16	15	1	19	18	1	13	11	2	23	20	3	17	15	2	16	16	0	21	20	1	14	14	0	24	24	0	20	18	2	12	11	1	21	19	2	28	27	1
NC_059187.1	934324	934325	*	26	24	2	16	14	2	11	10	1	14	12	2	20	19	1	20	19	1	16	14	2	21	19	2	14	12	2	24	22	2	17	13	4	16	14	2	20	18	2	14	12	2	24	24	0	19	16	3	12	11	1	21	19	2	28	21	7
NC_059187.1	934359	934360	*	23	21	2	17	10	7	12	5	7	14	0	14	20	19	1	18	17	1	17	9	8	23	22	1	14	7	7	22	8	14	16	10	6	20	15	5	23	20	3	14	13	1	30	12	18	18	17	1	13	0	13	21	20	1	26	24	2
NC_059187.1	1043583	1043584	*	14	13	1	18	18	0	12	12	0	11	11	0	14	14	0	16	16	0	17	16	1	14	13	1	16	16	0	12	12	0	13	12	1	12	12	0	14	14	0	11	11	0	17	16	1	11	10	1	11	11	0	18	18	0	22	22	0
NC_059187.1	1168578	1168579	*	21	19	2	13	12	1	17	16	1	14	11	3	11	9	2	15	13	2	13	12	1	14	14	0	10	9	1	11	9	2	11	10	1	15	15	0	20	20	0	14	13	1	20	17	3	26	24	2	11	9	2	17	14	3	24	23	1
NC_059187.1	1260331	1260332	*	26	25	1	26	13	13	22	17	5	13	6	7	19	18	1	13	13	0	16	7	9	12	11	1	13	11	2	13	12	1	33	29	4	23	10	13	16	16	0	23	21	2	25	23	2	23	22	1	20	20	0	10	9	1	24	22	2
NC_059187.1	1532504	1532505	*	14	14	0	27	13	14	15	10	5	16	7	9	17	0	17	13	1	12	21	20	1	22	10	12	10	7	3	16	7	9	15	15	0	23	10	13	16	9	7	16	0	16	26	12	14	15	0	15	19	7	12	20	11	9	28	13	15
NC_059187.1	1532547	1532548	*	15	8	7	28	1	27	15	10	5	14	4	10	16	0	16	15	0	15	21	17	4	19	9	10	10	0	10	16	4	12	18	0	18	23	10	13	19	12	7	16	0	16	26	10	16	17	0	17	19	3	16	19	9	10	28	14	14
NC_059187.1	1532629	1532630	*	16	7	9	20	9	11	11	8	3	18	0	18	11	0	11	17	0	17	13	10	3	19	16	3	13	0	13	14	7	7	16	8	8	21	10	11	18	9	9	14	0	14	25	0	25	18	0	18	19	6	13	14	0	14	23	10	13
NC_059187.1	1551728	1551729	*	20	19	1	18	17	1	18	17	1	13	12	1	21	21	0	13	13	0	13	12	1	13	12	1	18	18	0	23	23	0	11	10	1	24	22	2	21	21	0	22	21	1	17	17	0	12	12	0	22	21	1	12	12	0	26	26	0
NC_059187.1	1551936	1551937	*	16	16	0	24	23	1	11	8	3	18	17	1	18	17	1	24	21	3	11	10	1	16	15	1	16	14	2	22	21	1	17	15	2	20	19	1	25	22	3	13	13	0	32	31	1	28	25	3	18	18	0	12	12	0	25	24	1
NC_059187.1	1603830	1603831	*	18	18	0	19	17	2	20	20	0	16	16	0	16	16	0	19	18	1	18	16	2	18	18	0	19	18	1	13	12	1	22	21	1	25	25	0	22	17	5	15	13	2	24	21	3	31	30	1	15	14	1	17	17	0	29	28	1
NC_059187.1	1631587	1631588	*	33	30	3	27	24	3	23	21	2	17	15	2	14	14	0	11	11	0	18	14	4	13	12	1	20	14	6	19	19	0	37	28	9	20	19	1	24	22	2	21	18	3	42	35	7	21	20	1	33	31	2	24	21	3	25	24	1
