chr	start	end	strand	coverage1	numCs1	numTs1	coverage2	numCs2	numTs2	coverage3	numCs3	numTs3	coverage4	numCs4	numTs4	coverage5	numCs5	numTs5	coverage6	numCs6	numTs6	coverage7	numCs7	numTs7	coverage8	numCs8	numTs8	coverage9	numCs9	numTs9	coverage10	numCs10	numTs10	coverage11	numCs11	numTs11	coverage12	numCs12	numTs12	coverage13	numCs13	numTs13	coverage14	numCs14	numTs14	coverage15	numCs15	numTs15	coverage16	numCs16	numTs16	coverage17	numCs17	numTs17	coverage18	numCs18	numTs18	coverage19	numCs19	numTs19	coverage20	numCs20	numTs20	coverage21	numCs21	numTs21
NC_059183.1	12434631	12434632	*	15	15	0	13	13	0	25	24	1	17	15	2	26	25	1	27	27	0	22	17	5	17	17	0	20	18	2	24	24	0	23	21	2	28	26	2	13	11	2	12	8	4	20	16	4	19	17	2	25	21	4	15	15	0	10	7	3	19	18	1	15	15	0
NC_059183.1	12492766	12492767	*	19	17	2	16	12	4	14	8	6	19	16	3	22	9	13	33	28	5	10	9	1	14	13	1	18	7	11	23	2	21	17	11	6	17	5	12	17	16	1	12	11	1	22	8	14	21	10	11	16	9	7	28	24	4	27	25	2	25	22	3	17	1	16
NC_059183.1	12492884	12492885	*	13	12	1	17	16	1	31	24	7	23	17	6	22	9	13	32	0	32	17	14	3	23	20	3	16	6	10	24	21	3	19	19	0	18	11	7	22	0	22	14	12	2	27	13	14	29	25	4	26	22	4	27	12	15	36	19	17	22	6	16	20	16	4
NC_059183.1	12492914	12492915	*	13	13	0	17	15	2	35	34	1	20	16	4	18	18	0	32	30	2	18	18	0	23	21	2	17	15	2	28	27	1	16	15	1	18	16	2	20	19	1	15	15	0	19	18	1	28	28	0	26	25	1	32	32	0	32	30	2	20	20	0	17	16	1
NC_059183.1	12492945	12492946	*	13	13	0	14	14	0	33	33	0	19	17	2	21	21	0	25	25	0	18	17	1	27	26	1	16	14	2	29	28	1	20	19	1	18	17	1	18	17	1	16	16	0	17	17	0	25	25	0	30	30	0	32	32	0	40	38	2	16	15	1	17	16	1
NC_059183.1	12493017	12493018	*	15	15	0	13	13	0	29	26	3	15	14	1	21	19	2	21	20	1	26	24	2	27	27	0	17	16	1	23	20	3	24	23	1	19	17	2	22	18	4	19	19	0	12	11	1	15	14	1	27	27	0	24	24	0	35	35	0	18	17	1	17	15	2
NC_059183.1	12493158	12493159	*	22	21	1	17	15	2	18	17	1	19	17	2	22	21	1	28	26	2	28	28	0	17	17	0	23	23	0	18	16	2	22	21	1	22	22	0	22	21	1	28	28	0	12	11	1	21	21	0	24	24	0	22	21	1	25	25	0	24	23	1	20	18	2
NC_059183.1	12493182	12493183	*	20	20	0	16	15	1	17	15	2	21	19	2	20	18	2	24	22	2	27	25	2	16	15	1	23	22	1	18	16	2	19	18	1	22	21	1	21	20	1	21	21	0	12	11	1	21	19	2	19	19	0	19	17	2	17	17	0	25	24	1	16	16	0
NC_059183.1	12546133	12546134	*	19	12	7	13	10	3	18	8	10	16	14	2	25	19	6	35	24	11	35	18	17	23	13	10	24	18	6	33	24	9	15	15	0	29	23	6	23	19	4	14	6	8	22	12	10	33	25	8	20	16	4	33	29	4	73	67	6	25	19	6	16	9	7
NC_059183.1	12546217	12546218	*	13	9	4	13	10	3	22	7	15	17	14	3	24	16	8	30	18	12	30	15	15	18	9	9	28	18	10	26	16	10	14	13	1	23	16	7	18	16	2	15	7	8	21	12	9	32	22	10	20	12	8	27	21	6	59	53	6	21	12	9	16	9	7
NC_059183.1	12549898	12549899	*	12	10	2	13	11	2	15	8	7	15	6	9	16	4	12	19	8	11	26	24	2	23	19	4	21	9	12	24	18	6	15	1	14	22	8	14	12	0	12	21	0	21	14	0	14	21	10	11	14	7	7	19	10	9	10	3	7	17	9	8	17	15	2
NC_059183.1	12585999	12586000	*	19	18	1	15	6	9	18	17	1	17	14	3	15	12	3	23	21	2	20	20	0	15	13	2	16	16	0	14	12	2	22	20	2	16	14	2	10	10	0	14	14	0	13	11	2	16	15	1	15	14	1	16	13	3	27	23	4	13	12	1	17	12	5
NC_059183.1	12586032	12586033	*	21	20	1	13	13	0	19	19	0	16	16	0	14	13	1	27	27	0	25	25	0	13	13	0	13	13	0	13	13	0	22	22	0	16	16	0	12	11	1	11	11	0	13	13	0	18	17	1	13	12	1	15	15	0	26	25	1	16	15	1	15	14	1
NC_059183.1	12652159	12652160	*	12	12	0	16	15	1	21	21	0	13	12	1	10	10	0	16	15	1	14	13	1	23	22	1	13	13	0	27	24	3	12	12	0	23	21	2	20	20	0	19	19	0	13	12	1	24	24	0	23	23	0	16	14	2	25	23	2	24	22	2	21	19	2
NC_059183.1	12652246	12652247	*	17	11	6	21	13	8	26	15	11	24	14	10	16	7	9	27	18	9	13	11	2	30	24	6	22	19	3	27	21	6	26	19	7	23	15	8	29	20	9	27	18	9	14	10	4	33	23	10	37	22	15	21	14	7	44	33	11	29	22	7	32	19	13
NC_059183.1	12652288	12652289	*	17	17	0	20	19	1	28	27	1	19	18	1	19	17	2	25	23	2	15	15	0	39	39	0	24	24	0	23	23	0	28	28	0	22	22	0	31	30	1	26	26	0	14	14	0	39	39	0	35	33	2	22	21	1	46	44	2	24	24	0	32	31	1
NC_059183.1	12652324	12652325	*	17	17	0	19	19	0	26	25	1	20	18	2	18	18	0	25	22	3	15	15	0	36	33	3	26	24	2	20	19	1	25	25	0	24	23	1	26	25	1	19	19	0	14	14	0	38	37	1	31	29	2	18	18	0	45	44	1	20	19	1	27	26	1
NC_059183.1	12652375	12652376	*	14	11	3	12	10	2	23	20	3	22	19	3	14	9	5	20	11	9	19	16	3	26	22	4	24	21	3	21	18	3	16	14	2	21	19	2	18	15	3	12	9	3	11	9	2	23	20	3	28	25	3	17	11	6	44	41	3	18	15	3	18	14	4
NC_059183.1	12883267	12883268	*	16	11	5	11	5	6	14	12	2	16	0	16	21	7	14	20	20	0	20	16	4	16	0	16	15	0	15	17	0	17	19	0	19	19	13	6	12	0	12	12	0	12	21	7	14	12	6	6	10	5	5	10	5	5	11	7	4	15	0	15	16	16	0
NC_059183.1	12883337	12883338	*	20	12	8	20	19	1	14	0	14	19	0	19	26	1	25	20	0	20	23	0	23	14	8	6	19	0	19	21	8	13	14	5	9	18	0	18	16	0	16	19	0	19	21	0	21	14	5	9	19	13	6	15	0	15	11	0	11	15	9	6	11	11	0
NC_059183.1	12928285	12928286	*	19	19	0	22	22	0	29	28	1	24	23	1	16	15	1	23	21	2	19	17	2	17	14	3	20	17	3	29	29	0	17	17	0	17	16	1	19	18	1	13	12	1	18	18	0	27	22	5	20	19	1	21	19	2	17	15	2	14	13	1	15	14	1
NC_059183.1	12928336	12928337	*	24	22	2	19	17	2	32	29	3	21	21	0	18	18	0	24	24	0	21	19	2	17	17	0	24	23	1	30	30	0	17	17	0	13	12	1	20	19	1	15	13	2	18	17	1	29	27	2	24	23	1	23	22	1	17	16	1	17	17	0	16	14	2
NC_059183.1	13007464	13007465	*	20	18	2	18	16	2	18	18	0	22	22	0	21	20	1	16	16	0	19	18	1	23	22	1	18	17	1	19	16	3	15	13	2	13	3	10	17	17	0	21	21	0	15	14	1	23	22	1	23	23	0	23	22	1	16	16	0	26	26	0	20	19	1
NC_059183.1	13007551	13007552	*	20	19	1	24	24	0	25	24	1	23	23	0	23	22	1	23	22	1	23	23	0	27	26	1	15	14	1	30	29	1	25	24	1	17	17	0	20	20	0	29	27	2	15	15	0	27	27	0	33	32	1	37	36	1	10	10	0	32	29	3	25	22	3
NC_059183.1	13007589	13007590	*	21	21	0	21	20	1	31	27	4	24	23	1	26	25	1	27	27	0	20	20	0	28	27	1	15	14	1	35	34	1	27	26	1	19	19	0	19	18	1	30	30	0	14	13	1	31	30	1	34	34	0	33	32	1	11	11	0	33	31	2	26	26	0
NC_059183.1	13007883	13007884	*	17	16	1	10	9	1	25	24	1	20	19	1	16	14	2	23	19	4	29	28	1	16	16	0	16	13	3	21	20	1	17	16	1	13	13	0	24	23	1	22	21	1	18	16	2	29	27	2	31	28	3	21	20	1	18	17	1	16	15	1	18	18	0
NC_059183.1	13048601	13048602	*	16	16	0	12	10	2	23	23	0	17	17	0	16	16	0	26	26	0	20	20	0	29	28	1	31	30	1	24	20	4	19	19	0	14	14	0	24	22	2	16	16	0	16	16	0	23	23	0	17	16	1	22	22	0	19	18	1	25	22	3	14	13	1
NC_059183.1	13048681	13048682	*	19	18	1	12	11	1	29	26	3	14	14	0	17	13	4	28	24	4	22	22	0	21	17	4	23	22	1	25	23	2	16	15	1	15	14	1	23	20	3	25	19	6	17	15	2	18	12	6	19	17	2	23	23	0	30	25	5	18	16	2	14	14	0
NC_059183.1	13048701	13048702	*	20	16	4	15	13	2	28	23	5	12	7	5	14	8	6	28	19	9	25	18	7	20	16	4	21	19	2	23	18	5	18	16	2	15	14	1	23	15	8	24	13	11	18	13	5	16	12	4	21	16	5	26	19	7	33	28	5	16	11	5	17	15	2
NC_059183.1	13048737	13048738	*	17	16	1	14	14	0	25	22	3	12	8	4	12	10	2	25	21	4	25	11	14	20	18	2	23	22	1	21	19	2	19	19	0	19	18	1	23	20	3	23	17	6	18	14	4	21	20	1	21	20	1	23	22	1	35	35	0	20	18	2	15	13	2
NC_059183.1	13071898	13071899	*	19	18	1	16	15	1	22	22	0	16	16	0	21	19	2	18	15	3	15	14	1	22	20	2	20	19	1	37	37	0	27	27	0	26	25	1	16	16	0	22	21	1	29	26	3	21	21	0	17	15	2	24	23	1	21	19	2	26	25	1	27	25	2
NC_059183.1	13072265	13072266	*	15	15	0	22	20	2	16	16	0	13	4	9	15	6	9	18	8	10	19	16	3	12	7	5	14	13	1	27	12	15	15	5	10	25	24	1	13	13	0	26	25	1	23	10	13	16	1	15	18	18	0	25	22	3	15	14	1	19	19	0	13	9	4
NC_059183.1	13120165	13120166	*	28	4	24	34	5	29	27	1	26	21	1	20	14	1	13	18	1	17	20	4	16	29	1	28	22	1	21	33	1	32	26	1	25	29	1	28	29	0	29	23	0	23	18	0	18	29	1	28	20	2	18	28	1	27	10	0	10	27	1	26	29	1	28
NC_059183.1	13148902	13148903	*	10	10	0	17	13	4	22	22	0	17	16	1	18	17	1	18	18	0	21	21	0	13	11	2	18	16	2	25	24	1	10	9	1	24	23	1	25	25	0	23	20	3	13	13	0	17	14	3	16	16	0	17	17	0	20	19	1	20	20	0	19	18	1
NC_059183.1	13148923	13148924	*	10	10	0	18	16	2	22	21	1	16	14	2	17	15	2	17	17	0	22	22	0	13	10	3	17	14	3	25	25	0	10	9	1	23	20	3	25	25	0	22	20	2	14	14	0	21	20	1	16	15	1	18	16	2	17	16	1	19	16	3	17	17	0
NC_059183.1	13186558	13186559	*	14	14	0	20	17	3	19	19	0	17	13	4	15	14	1	18	17	1	13	13	0	13	12	1	23	22	1	23	23	0	14	13	1	19	19	0	20	20	0	13	12	1	10	10	0	15	15	0	15	13	2	19	15	4	46	44	2	11	10	1	20	19	1
NC_059183.1	13221333	13221334	*	15	4	11	22	7	15	21	18	3	22	8	14	25	12	13	35	0	35	25	22	3	21	7	14	23	21	2	29	15	14	23	1	22	22	8	14	24	0	24	44	20	24	30	14	16	24	0	24	23	0	23	26	2	24	18	18	0	30	14	16	16	0	16
NC_059183.1	13475923	13475924	*	14	10	4	14	6	8	20	13	7	14	8	6	21	16	5	12	8	4	18	10	8	21	16	5	17	9	8	21	11	10	14	12	2	13	8	5	14	7	7	16	10	6	11	7	4	22	16	6	17	15	2	18	4	14	21	18	3	12	8	4	12	9	3
NC_059183.1	13674065	13674066	*	15	15	0	16	15	1	15	15	0	18	18	0	12	11	1	20	16	4	19	16	3	14	11	3	25	23	2	16	14	2	17	16	1	23	20	3	14	14	0	21	20	1	12	11	1	18	17	1	16	16	0	24	22	2	17	16	1	20	19	1	14	14	0
NC_059183.1	13674069	13674070	*	15	12	3	16	11	5	15	11	4	18	14	4	12	10	2	20	15	5	19	13	6	14	8	6	24	17	7	16	13	3	17	15	2	23	21	2	14	13	1	20	14	6	12	11	1	18	12	6	16	13	3	24	19	5	16	14	2	20	16	4	14	12	2
NC_059183.1	13853168	13853169	*	17	12	5	15	10	5	19	10	9	15	8	7	26	12	14	18	12	6	16	10	6	21	14	7	12	4	8	16	8	8	14	8	6	20	16	4	16	12	4	18	11	7	23	12	11	18	13	5	22	17	5	29	13	16	24	16	8	19	11	8	12	7	5
NC_059183.1	13853223	13853224	*	22	14	8	21	12	9	21	11	10	18	17	1	28	13	15	21	14	7	16	11	5	21	15	6	14	3	11	20	13	7	18	14	4	17	11	6	21	14	7	25	18	7	28	18	10	28	21	7	23	22	1	30	26	4	18	15	3	26	20	6	11	8	3
NC_059183.1	13866619	13866620	*	27	26	1	15	14	1	23	22	1	17	17	0	23	22	1	20	20	0	25	24	1	18	18	0	15	13	2	26	26	0	25	25	0	23	22	1	21	21	0	21	21	0	20	19	1	28	25	3	30	29	1	16	15	1	17	16	1	17	16	1	16	16	0
NC_059183.1	13866661	13866662	*	19	18	1	15	15	0	19	18	1	16	16	0	21	19	2	20	19	1	27	25	2	18	16	2	13	13	0	23	23	0	21	20	1	20	19	1	19	18	1	22	22	0	19	19	0	21	20	1	26	24	2	14	13	1	25	25	0	19	17	2	16	16	0
NC_059183.1	13866686	13866687	*	20	16	4	18	14	4	18	17	1	15	14	1	20	18	2	20	17	3	27	23	4	18	17	1	16	13	3	24	22	2	22	19	3	21	18	3	16	13	3	21	14	7	22	21	1	22	19	3	30	23	7	15	12	3	32	29	3	20	19	1	20	17	3
NC_059183.1	13866811	13866812	*	21	21	0	33	31	2	31	29	2	21	20	1	17	17	0	29	29	0	29	29	0	25	24	1	16	15	1	26	25	1	29	28	1	27	25	2	22	21	1	26	25	1	23	22	1	22	21	1	31	29	2	23	21	2	65	61	4	18	18	0	21	18	3
NC_059183.1	13932522	13932523	*	16	14	2	15	13	2	19	8	11	18	8	10	13	8	5	22	19	3	20	18	2	18	18	0	18	15	3	20	9	11	17	7	10	16	16	0	23	20	3	16	15	1	19	19	0	15	14	1	17	16	1	23	19	4	13	0	13	28	24	4	11	9	2
NC_059183.1	14029967	14029968	*	15	13	2	21	20	1	17	17	0	10	10	0	25	25	0	24	21	3	18	17	1	21	21	0	17	14	3	26	26	0	15	15	0	29	29	0	26	23	3	29	27	2	20	17	3	18	18	0	23	21	2	22	18	4	10	10	0	20	20	0	15	13	2
NC_059183.1	14157368	14157369	*	23	13	10	14	12	2	13	5	8	23	8	15	22	8	14	29	3	26	19	14	5	16	6	10	15	7	8	18	15	3	10	4	6	12	0	12	14	10	4	17	9	8	25	14	11	19	1	18	14	7	7	18	6	12	25	10	15	20	9	11	15	1	14
NC_059183.1	14157595	14157596	*	12	12	0	18	18	0	24	23	1	20	18	2	18	17	1	31	29	2	19	18	1	31	29	2	19	19	0	21	20	1	11	10	1	23	23	0	14	13	1	21	21	0	21	21	0	28	28	0	25	21	4	21	21	0	10	10	0	13	13	0	10	10	0
NC_059183.1	14184838	14184839	*	25	3	22	27	1	26	34	8	26	19	9	10	20	6	14	31	9	22	22	0	22	22	0	22	13	0	13	34	0	34	20	6	14	21	0	21	21	6	15	30	9	21	31	0	31	22	0	22	23	0	23	23	0	23	11	4	7	27	0	27	24	3	21
NC_059183.1	14232509	14232510	*	11	11	0	15	14	1	13	12	1	15	13	2	17	15	2	22	22	0	16	16	0	14	14	0	18	17	1	25	25	0	15	15	0	20	20	0	18	16	2	16	16	0	17	16	1	21	18	3	15	14	1	16	16	0	12	12	0	16	15	1	13	12	1
NC_059183.1	14232521	14232522	*	11	11	0	13	11	2	15	15	0	16	15	1	18	17	1	22	21	1	15	14	1	16	16	0	15	14	1	28	27	1	15	14	1	19	19	0	19	13	6	16	15	1	19	19	0	23	22	1	14	14	0	15	13	2	11	10	1	16	14	2	11	11	0
NC_059183.1	14298525	14298526	*	19	18	1	13	12	1	12	10	2	21	21	0	16	15	1	19	17	2	14	14	0	14	11	3	21	16	5	19	18	1	10	10	0	12	12	0	14	14	0	16	16	0	19	19	0	21	21	0	22	21	1	21	20	1	18	16	2	15	14	1	20	18	2
NC_059183.1	14319174	14319175	*	10	9	1	13	13	0	29	29	0	23	21	2	18	17	1	17	17	0	19	18	1	12	12	0	14	13	1	18	18	0	26	25	1	15	14	1	25	25	0	15	14	1	11	10	1	15	15	0	19	18	1	23	22	1	16	16	0	18	18	0	12	11	1
NC_059183.1	14332003	14332004	*	13	13	0	26	25	1	32	30	2	24	22	2	14	13	1	34	30	4	36	36	0	18	16	2	13	12	1	30	29	1	25	24	1	15	15	0	24	23	1	23	22	1	31	30	1	26	25	1	24	24	0	23	22	1	40	39	1	24	23	1	20	19	1
NC_059183.1	14332045	14332046	*	11	10	1	15	11	4	20	17	3	18	16	2	14	13	1	27	23	4	37	34	3	18	17	1	12	11	1	20	20	0	20	18	2	14	14	0	19	16	3	19	17	2	27	25	2	23	22	1	23	22	1	21	17	4	43	39	4	24	23	1	20	18	2
NC_059183.1	14374614	14374615	*	17	15	2	13	12	1	20	20	0	19	18	1	14	13	1	20	18	2	13	11	2	18	18	0	14	5	9	22	21	1	20	19	1	10	9	1	18	15	3	23	23	0	18	15	3	14	14	0	22	19	3	13	13	0	20	19	1	17	17	0	17	14	3
NC_059183.1	14401547	14401548	*	12	3	9	19	7	12	17	12	5	14	5	9	13	2	11	28	9	19	25	14	11	10	6	4	15	6	9	15	8	7	22	13	9	27	11	16	15	8	7	22	8	14	17	3	14	19	10	9	21	8	13	18	10	8	13	8	5	12	5	7	20	10	10
NC_059183.1	14576165	14576166	*	21	21	0	11	11	0	17	11	6	11	11	0	16	16	0	19	16	3	17	17	0	16	15	1	15	15	0	33	30	3	23	22	1	18	16	2	19	19	0	21	21	0	20	19	1	26	26	0	18	17	1	16	15	1	12	12	0	21	20	1	21	20	1
NC_059183.1	14659826	14659827	*	15	15	0	15	7	8	30	30	0	18	18	0	15	15	0	20	0	20	20	5	15	12	11	1	10	4	6	20	13	7	10	10	0	19	9	10	21	14	7	18	17	1	15	15	0	14	13	1	20	20	0	11	10	1	35	34	1	14	3	11	17	6	11
NC_059183.1	14684160	14684161	*	17	16	1	24	24	0	26	26	0	19	19	0	11	11	0	27	27	0	20	19	1	22	21	1	17	17	0	26	26	0	23	23	0	22	22	0	22	21	1	14	14	0	16	16	0	29	29	0	26	25	1	25	25	0	16	16	0	18	18	0	23	23	0
NC_059183.1	14686704	14686705	*	18	17	1	16	15	1	15	14	1	17	17	0	13	10	3	12	10	2	14	13	1	17	15	2	19	17	2	23	21	2	12	11	1	19	18	1	22	20	2	14	14	0	16	14	2	21	20	1	21	21	0	15	14	1	13	13	0	12	12	0	10	10	0
NC_059183.1	14763812	14763813	*	22	11	11	15	0	15	35	19	16	19	0	19	15	2	13	40	1	39	20	9	11	18	7	11	17	0	17	29	12	17	15	0	15	19	0	19	22	0	22	20	19	1	24	10	14	23	11	12	30	22	8	13	5	8	10	4	6	21	1	20	27	14	13
NC_059183.1	14839234	14839235	*	19	9	10	14	14	0	15	0	15	13	5	8	16	4	12	27	27	0	16	7	9	20	9	11	24	13	11	25	11	14	26	12	14	18	8	10	15	15	0	20	0	20	15	10	5	13	5	8	15	7	8	23	22	1	24	9	15	23	23	0	20	5	15
NC_059183.1	14856644	14856645	*	20	16	4	16	13	3	20	20	0	20	15	5	16	16	0	30	23	7	28	21	7	16	14	2	21	19	2	26	25	1	25	21	4	22	17	5	20	16	4	25	22	3	18	15	3	25	21	4	21	19	2	26	22	4	15	14	1	25	24	1	22	18	4
NC_059183.1	14856755	14856756	*	25	22	3	14	13	1	23	22	1	15	11	4	20	18	2	26	25	1	17	14	3	22	20	2	21	19	2	26	24	2	25	20	5	23	23	0	11	10	1	17	16	1	23	18	5	15	10	5	24	21	3	25	18	7	15	12	3	21	17	4	21	17	4
NC_059183.1	14870684	14870685	*	13	12	1	10	10	0	36	34	2	10	8	2	21	21	0	15	15	0	22	20	2	12	12	0	15	14	1	24	24	0	15	15	0	20	20	0	18	18	0	19	19	0	13	12	1	12	10	2	20	16	4	22	22	0	10	9	1	11	10	1	12	10	2
NC_059183.1	14871020	14871021	*	14	13	1	11	9	2	21	18	3	15	15	0	17	16	1	21	20	1	16	15	1	13	11	2	13	12	1	16	14	2	17	10	7	21	21	0	17	16	1	14	14	0	10	10	0	19	17	2	14	14	0	15	13	2	15	13	2	20	20	0	22	21	1
NC_059183.1	14975923	14975924	*	19	18	1	16	16	0	18	18	0	22	21	1	20	20	0	22	22	0	16	16	0	12	12	0	22	20	2	35	33	2	26	25	1	21	12	9	19	19	0	24	24	0	16	16	0	27	27	0	21	21	0	28	28	0	14	13	1	21	20	1	21	20	1
NC_059183.1	14976108	14976109	*	20	19	1	12	11	1	24	24	0	15	11	4	12	12	0	19	18	1	18	17	1	12	11	1	20	19	1	19	18	1	17	17	0	16	16	0	13	11	2	20	20	0	15	15	0	15	14	1	27	26	1	20	20	0	12	11	1	24	23	1	14	12	2
NC_059183.1	14976261	14976262	*	18	17	1	16	15	1	17	15	2	24	11	13	11	7	4	15	6	9	23	12	11	13	12	1	17	9	8	21	21	0	21	19	2	10	10	0	17	15	2	26	25	1	27	21	6	23	11	12	24	11	13	22	0	22	19	19	0	24	10	14	14	0	14
NC_059183.1	15031784	15031785	*	20	18	2	15	13	2	21	19	2	15	13	2	11	10	1	20	20	0	14	14	0	17	16	1	11	11	0	31	28	3	10	10	0	22	22	0	16	15	1	27	26	1	16	16	0	14	13	1	12	11	1	20	19	1	11	11	0	19	13	6	13	13	0
NC_059183.1	15031788	15031789	*	20	20	0	16	16	0	21	20	1	15	14	1	10	8	2	20	19	1	14	13	1	17	16	1	10	10	0	30	29	1	11	11	0	19	18	1	16	16	0	27	26	1	16	16	0	13	13	0	12	11	1	20	19	1	11	11	0	17	16	1	14	14	0
NC_059183.1	15060773	15060774	*	17	15	2	12	12	0	18	18	0	11	11	0	14	14	0	24	23	1	12	12	0	18	16	2	12	12	0	18	18	0	17	16	1	18	18	0	15	13	2	19	18	1	17	15	2	18	17	1	15	15	0	13	11	2	16	16	0	20	18	2	20	20	0
NC_059183.1	15081196	15081197	*	29	29	0	14	14	0	30	28	2	15	14	1	18	17	1	30	26	4	21	21	0	34	34	0	21	21	0	16	16	0	20	20	0	21	21	0	19	18	1	20	20	0	14	12	2	16	15	1	30	29	1	18	16	2	31	31	0	21	21	0	22	19	3
NC_059183.1	15081254	15081255	*	29	28	1	16	16	0	36	35	1	21	18	3	21	20	1	38	34	4	27	25	2	29	27	2	22	17	5	22	19	3	25	20	5	24	21	3	27	23	4	23	20	3	18	16	2	20	18	2	30	29	1	26	20	6	37	34	3	18	16	2	27	22	5
NC_059183.1	15081287	15081288	*	25	23	2	14	9	5	37	32	5	29	23	6	16	13	3	37	26	11	25	23	2	26	22	4	17	15	2	23	16	7	23	20	3	25	25	0	20	17	3	29	23	6	17	14	3	18	14	4	32	28	4	24	18	6	37	31	6	19	12	7	25	19	6
NC_059183.1	15081359	15081360	*	20	18	2	16	16	0	34	34	0	26	26	0	17	17	0	34	32	2	25	25	0	23	23	0	19	18	1	27	25	2	22	20	2	21	11	10	23	23	0	32	32	0	17	17	0	23	23	0	24	23	1	21	20	1	26	26	0	15	15	0	19	12	7
NC_059183.1	15081370	15081371	*	16	16	0	14	14	0	31	31	0	25	24	1	13	13	0	28	26	2	25	24	1	21	20	1	18	18	0	26	25	1	22	21	1	19	10	9	23	22	1	31	31	0	14	14	0	21	21	0	25	24	1	21	21	0	25	25	0	16	15	1	17	11	6
NC_059183.1	15081444	15081445	*	14	3	11	13	1	12	23	0	23	28	6	22	16	0	16	26	0	26	20	0	20	16	0	16	24	0	24	38	0	38	15	0	15	20	0	20	22	3	19	22	1	21	17	1	16	21	0	21	29	0	29	20	0	20	14	0	14	18	1	17	17	0	17
NC_059183.1	15371938	15371939	*	13	12	1	15	12	3	25	23	2	19	17	2	16	14	2	25	24	1	19	18	1	14	14	0	21	18	3	20	19	1	23	23	0	24	24	0	19	18	1	21	18	3	23	23	0	23	21	2	15	14	1	19	18	1	19	19	0	16	14	2	10	10	0
NC_059183.1	15438448	15438449	*	18	18	0	14	13	1	33	31	2	21	21	0	22	21	1	27	25	2	26	25	1	15	11	4	20	18	2	25	25	0	17	16	1	23	23	0	15	12	3	23	22	1	23	22	1	16	15	1	23	23	0	24	24	0	11	11	0	17	15	2	29	27	2
NC_059183.1	15438450	15438451	*	18	17	1	13	12	1	33	31	2	21	21	0	22	19	3	28	26	2	26	26	0	15	12	3	20	19	1	24	23	1	17	15	2	23	23	0	13	11	2	22	22	0	22	21	1	16	14	2	24	24	0	24	24	0	11	11	0	18	15	3	29	29	0
NC_059183.1	15646450	15646451	*	16	15	1	10	10	0	18	18	0	11	11	0	12	12	0	20	19	1	21	19	2	19	17	2	10	8	2	19	19	0	11	11	0	13	12	1	11	10	1	11	10	1	14	14	0	16	15	1	17	16	1	18	18	0	19	19	0	11	10	1	16	16	0
NC_059183.1	15672499	15672500	*	40	4	36	25	2	23	37	0	37	47	1	46	32	0	32	32	0	32	30	0	30	35	0	35	27	0	27	49	0	49	29	0	29	47	0	47	29	0	29	34	2	32	37	0	37	38	1	37	31	2	29	27	1	26	17	0	17	18	0	18	27	0	27
NC_059183.1	15672523	15672524	*	35	12	23	21	3	18	31	1	30	42	3	39	30	0	30	27	1	26	27	0	27	32	1	31	24	0	24	40	0	40	25	1	24	50	0	50	25	1	24	33	11	22	30	2	28	39	2	37	26	6	20	22	0	22	15	0	15	16	0	16	26	0	26
NC_059183.1	15672534	15672535	*	35	12	23	19	2	17	31	0	31	41	3	38	29	2	27	27	2	25	24	1	23	28	0	28	21	0	21	38	0	38	22	0	22	49	0	49	21	0	21	32	11	21	28	1	27	36	2	34	25	6	19	21	0	21	14	0	14	19	0	19	22	1	21
NC_059183.1	15672557	15672558	*	23	11	12	16	3	13	30	0	30	36	9	27	30	8	22	23	5	18	17	3	14	26	6	20	19	1	18	32	0	32	20	5	15	43	2	41	21	7	14	30	11	19	22	2	20	36	2	34	25	9	16	20	6	14	16	0	16	16	0	16	23	0	23
NC_059183.1	15775014	15775015	*	10	10	0	11	11	0	21	19	2	12	11	1	20	19	1	17	7	10	20	18	2	18	18	0	17	16	1	19	15	4	17	16	1	17	16	1	14	14	0	17	17	0	10	9	1	22	21	1	18	18	0	17	16	1	18	17	1	15	15	0	14	13	1
NC_059183.1	15775029	15775030	*	11	9	2	15	13	2	21	19	2	12	11	1	19	18	1	17	12	5	23	21	2	18	18	0	18	17	1	21	19	2	18	17	1	17	17	0	14	13	1	17	16	1	13	10	3	25	24	1	18	18	0	18	17	1	20	18	2	14	14	0	17	15	2
NC_059183.1	15775137	15775138	*	13	13	0	20	19	1	24	24	0	22	22	0	13	13	0	26	25	1	24	24	0	17	16	1	18	18	0	22	20	2	13	12	1	24	24	0	17	17	0	16	16	0	21	20	1	22	22	0	19	19	0	13	12	1	11	11	0	20	20	0	18	18	0
NC_059183.1	15775167	15775168	*	13	6	7	19	18	1	22	22	0	21	18	3	12	12	0	25	13	12	26	25	1	14	14	0	18	17	1	21	18	3	10	9	1	21	18	3	13	13	0	13	12	1	19	16	3	20	19	1	20	20	0	10	4	6	11	11	0	18	17	1	16	16	0
NC_059183.1	15780244	15780245	*	19	19	0	16	16	0	35	34	1	17	14	3	20	20	0	32	30	2	21	20	1	22	19	3	18	16	2	26	26	0	18	18	0	23	23	0	22	22	0	27	25	2	22	22	0	19	19	0	24	21	3	24	23	1	14	13	1	18	17	1	20	18	2
